2003/11/05,8090,65口,"873,400円",348口,"72,700円",155口,"473,000円","1,672口","36,300円","480,637,000円"
2003/11/07,4057,79口,"856,900円",679口,"35,700円",169口,"446,300円","3,409口","17,800円","507,192,600円"
2003/11/10,8444,68口,"1,180,300円",96口,"295,000円",94口,"737,600円",326口,"147,500円","502,321,000円"
2003/11/12,6880,51口,"1,307,000円",208口,"108,900円",97口,"707,900円","1,131口","54,400円","487,951,600円"
2003/11/14,8823,299口,"354,800円",326口,"29,500円",493口,"192,100円","1,346口","14,700円","512,001,400円"
2003/11/17,8984,28口,"1,735,600円",214口,"144,600円",79口,"940,100円","1,028口","72,300円","507,045,400円"
2003/11/19,3745,86口,"669,200円",784口,"27,800円",253口,"348,500円","3,760口","13,900円","488,932,400円"
2003/11/21,6272,43口,"1,230,400円",268口,"102,500円",99口,"666,400円","1,566口","51,200円","503,669,800円"
2003/11/24,5603,79口,"831,700円",577口,"34,600円",171口,"433,100円","2,695口","17,300円","458,867,600円"
2003/11/26,9810,50口,"1,001,700円",736口,"41,700円",104口,"521,700円","3,881口","20,800円","480,136,200円"
2003/11/28,5555,825口,"279,700円",該当なし,該当なし,該当なし,該当なし,該当なし,該当なし,"512,909,800円"
