2003/08/04,3177,85口,"694,400円",540口,"57,800円",171口,"376,100円","2,470口","28,900円","502,381,200円"
2003/08/06,4544,103口,"739,000円",99口,"184,700円",184口,"461,800円",342口,"92,300円","468,897,400円"
2003/08/08,9572,41口,"961,600円",823口,"40,000円",126口,"500,800円","3,832口","20,000円","471,736,200円"
2003/08/11,3718,87口,"682,200円",710口,"28,400円",241口,"355,300円","3,514口","14,200円","478,083,400円"
2003/08/13,3238,66口,"967,200円",252口,"80,600円",112口,"523,900円","1,337口","40,300円","437,146,000円"
2003/08/15,1696,54口,"983,800円",322口,"81,900円",115口,"532,800円","1,492口","40,900円","448,836,800円"
2003/08/18,5878,47口,"1,359,200円",197口,"113,200円",99口,"736,200円","1,212口","56,600円","506,069,200円"
2003/08/20,1315,116口,"614,700円",339口,"51,200円",257口,"332,900円","1,602口","25,600円","478,421,200円"
2003/08/22,0984,42口,"1,307,400円",531口,"54,400円",93口,"680,900円","2,809口","27,200円","497,059,000円"
2003/08/25,5740,27口,"1,255,700円",656口,"52,300円",123口,"654,000円","3,100口","26,100円","510,617,600円"
2003/08/27,7034,68口,"903,500円",604口,"37,600円",165口,"470,500円","3,130口","18,800円","490,532,800円"
2003/08/29,1360,40口,"1,181,700円",657口,"49,200円",104口,"615,400円","3,623口","24,600円","517,396,200円"
