第4570回,2017/01/05,4823,23口,"943,400円",362口,"39,300円",71口,"491,300円","1,515口","19,600円"
第4571回,2017/01/06,5575,15口,"1,158,500円",69口,"289,600円",56口,"724,000円",184口,"144,800円"
第4572回,2017/01/09,1241,23口,"841,800円",322口,"70,100円",67口,"455,900円","1,299口","35,000円"
第4573回,2017/01/10,3799,26口,"933,000円",131口,"77,700円",91口,"505,300円",584口,"38,800円"
第4574回,2017/01/11,0960,13口,"1,352,900円",151口,"112,700円",35口,"732,800円",773口,"56,300円"
第4575回,2017/01/12,3230,12口,"1,188,900円",163口,"99,000円",54口,"643,900円",730口,"49,500円"
第4576回,2017/01/13,4034,13口,"1,181,200円",156口,"98,400円",54口,"639,800円",801口,"49,200円"
第4577回,2017/01/16,0818,51口,"559,800円",278口,"46,600円",169口,"303,200円",975口,"23,300円"
第4578回,2017/01/17,9459,11口,"1,327,800円",123口,"110,600円",51口,"719,200円",583口,"55,300円"
第4579回,2017/01/18,4863,21口,"921,100円",366口,"38,300円",82口,"479,700円","1,607口","19,100円"
第4580回,2017/01/19,9032,16口,"1,121,900円",331口,"46,700円",48口,"584,300円","1,662口","23,300円"
第4581回,2017/01/20,7097,10口,"1,217,100円",146口,"101,400円",60口,"659,200円",705口,"50,700円"
第4582回,2017/01/23,6940,18口,"1,274,700円",345口,"53,100円",47口,"663,900円","1,565口","26,500円"
第4583回,2017/01/24,2054,10口,"1,134,300円",327口,"47,200円",51口,"590,700円","1,620口","23,600円"
第4584回,2017/01/25,2508,21口,"940,100円",343口,"39,100円",76口,"489,600円","1,728口","19,500円"
第4585回,2017/01/26,9178,13口,"1,331,100円",316口,"55,400円",41口,"693,200円","1,398口","27,700円"
第4586回,2017/01/27,1300,16口,"1,045,300円",208口,"87,100円",40口,"566,200円","1,119口","43,500円"
第4587回,2017/01/30,1912,33口,"693,000円",331口,"57,700円",83口,"375,300円","1,534口","28,800円"
第4588回,2017/01/31,6652,24口,"1,234,000円",112口,"102,800円",38口,"668,400円",632口,"51,400円"
