第2115回,2007/07/02,0454,34口,"1,271,200円",251口,"105,900円",58口,"688,500円","1,188口","52,900円","383,714,600円"
第2116回,2007/07/03,9842,16口,"1,567,200円",382口,"65,300円",40口,"816,200円","1,816口","32,600円","315,479,000円"
第2117回,2007/07/04,5883,24口,"1,087,100円",221口,"90,500円",68口,"588,800円","1,192口","45,200円","311,459,400円"
第2118回,2007/07/05,8254,33口,"921,500円",562口,"38,300円",98口,"479,900円","2,595口","19,100円","330,767,000円"
第2119回,2007/07/06,9969,51口,"1,080,400円",61口,"270,100円",82口,"675,200円",214口,"135,000円","346,344,400円"
第2120回,2007/07/09,0965,42口,"595,400円","1,178口","24,800円",166口,"310,100円","5,710口","12,400円","392,316,600円"
第2121回,2007/07/10,8491,28口,"1,016,000円",384口,"42,300円",93口,"529,100円","2,262口","21,100円","315,102,000円"
第2122回,2007/07/11,3104,183口,"363,300円",395口,"15,100円",300口,"189,200円","1,921口","7,500円","319,555,600円"
第2123回,2007/07/12,4661,41口,"1,003,800円",193口,"83,600円",80口,"543,700円","1,015口","41,800円","318,338,200円"
第2124回,2007/07/13,5661,43口,"990,800円",172口,"82,500円",100口,"536,600円",935口,"41,200円","331,294,400円"
第2125回,2007/07/16,7579,36口,"1,049,800円",180口,"87,400円",101口,"568,600円",846口,"43,700円","328,840,800円"
第2126回,2007/07/17,5599,48口,"621,600円",209口,"103,600円",140口,"362,600円",655口,"51,800円","302,655,200円"
第2127回,2007/07/18,4051,29口,"993,800円",419口,"41,400円",86口,"517,600円","2,416口","20,700円","312,704,600円"
第2128回,2007/07/19,4908,18口,"1,141,100円",438口,"47,500円",82口,"594,300円","2,209口","23,700円","316,929,600円"
第2129回,2007/07/20,3198,25口,"873,700円",562口,"36,400円",116口,"455,000円","3,003口","18,200円","332,791,000円"
第2130回,2007/07/23,0868,25口,"1,077,100円",270口,"89,700円",87口,"583,400円","1,448口","44,800円","370,926,600円"
第2131回,2007/07/24,6097,30口,"1,058,100円",372口,"44,000円",77口,"551,000円","2,002口","22,000円","299,379,200円"
第2132回,2007/07/25,6731,41口,"915,600円",445口,"38,100円",91口,"476,800円","2,322口","19,000円","316,011,200円"
第2133回,2007/07/26,5625,35口,"1,188,500円",149口,"99,000円",73口,"643,700円",782口,"49,500円","315,743,800円"
第2134回,2007/07/27,7478,40口,"897,700円",218口,"74,800円",119口,"486,200円","1,045口","37,400円","331,495,000円"
第2135回,2007/07/30,6469,74口,"561,700円",368口,"46,800円",203口,"304,200円","1,772口","23,400円","360,115,800円"
第2136回,2007/07/31,9471,36口,"906,300円",542口,"37,700円",73口,"472,000円","2,671口","18,800円","306,638,000円"
