第4977回,2018/08/02,2323,51口,"649,000円",119口,"108,100円",103口,"378,500円",298口,"54,000円"
第4978回,2018/08/03,8989,42口,"743,600円",99口,"123,900円",89口,"433,700円",355口,"61,900円"
第4979回,2018/08/06,1265,16口,"1,225,600円",490口,"51,000円",42口,"638,300円","1,731口","25,500円"
第4980回,2018/08/07,8946,12口,"874,600円",418口,"36,400円",85口,"455,500円","1,660口","18,200円"
第4981回,2018/08/08,0278,8口,"1,166,300円",446口,"48,500円",37口,"607,400円","1,747口","24,200円"
第4982回,2018/08/09,7212,33口,"851,000円",208口,"70,900円",44口,"460,900円",950口,"35,400円"
第4983回,2018/08/10,2355,34口,"707,000円",192口,"58,900円",112口,"382,900円",785口,"29,400円"
第4984回,2018/08/13,6376,18口,"1,143,700円",143口,"95,300円",67口,"619,500円",654口,"47,600円"
第4985回,2018/08/14,6563,30口,"825,300円",151口,"68,700円",71口,"447,000円",626口,"34,300円"
第4986回,2018/08/15,7870,25口,"904,900円",172口,"75,400円",75口,"490,100円",736口,"37,700円"
第4987回,2018/08/16,7395,13口,"1,041,100円",444口,"43,300円",55口,"542,200円","1,765口","21,600円"
第4988回,2018/08/17,4838,14口,"1,053,600円",186口,"87,800円",60口,"570,700円",920口,"43,900円"
第4989回,2018/08/20,5136,36口,"724,400円",640口,"30,100円",105口,"377,200円","2,336口","15,000円"
第4990回,2018/08/21,4411,16口,"1,163,700円",83口,"193,900円",44口,"678,800円",341口,"96,900円"
第4991回,2018/08/22,4651,36口,"646,100円",551口,"26,900円",89口,"336,500円","2,269口","13,400円"
第4992回,2018/08/23,4820,17口,"923,800円",430口,"38,400円",72口,"481,100円","1,623口","19,200円"
第4993回,2018/08/24,6673,6口,"1,420,100円",139口,"118,300円",55口,"769,200円",615口,"59,100円"
第4994回,2018/08/27,5950,26口,"983,800円",179口,"81,900円",88口,"532,800円",763口,"40,900円"
第4995回,2018/08/28,3646,24口,"912,900円",171口,"76,000円",67口,"494,400円",750口,"38,000円"
第4996回,2018/08/29,7005,13口,"1,023,200円",205口,"85,200円",64口,"554,200円",793口,"42,600円"
第4997回,2018/08/30,5464,19口,"1,059,900円",178口,"88,300円",57口,"574,100円",689口,"44,100円"
第4998回,2018/08/31,7319,24口,"802,700円",452口,"33,400円",93口,"418,000円","1,817口","16,700円"
