2006/02/02,2480,76口,"800,800円",438口,"33,300円",119口,"417,000円","2,274口","16,600円","362,369,000円"
2006/02/03,5424,41口,"1,088,000円",207口,"90,600円",103口,"589,300円","1,018口","45,300円","378,297,600円"
2006/02/06,2641,87口,"762,800円",826口,"31,700円",114口,"397,200円","3,329口","15,800円","424,029,000円"
2006/02/07,8723,70口,"682,300円",520口,"28,400円",150口,"355,300円","2,459口","14,200円","335,138,400円"
2006/02/08,0284,29口,"1,258,500円",479口,"52,400円",54口,"655,400円","2,295口","26,200円","349,292,600円"
2006/02/09,7125,44口,"736,100円",538口,"30,600円",171口,"383,300円","2,756口","15,300円","348,267,800円"
2006/02/10,1596,52口,"1,041,600円",418口,"43,400円",81口,"542,500円","2,421口","21,700円","375,083,600円"
2006/02/13,8385,42口,"951,900円",333口,"79,300円",133口,"515,600円","1,443口","39,600円","427,164,400円"
2006/02/14,2085,35口,"983,200円",527口,"40,900円",87口,"512,000円","2,461口","20,400円","335,489,600円"
2006/02/15,0191,35口,"952,000円",298口,"79,300円",66口,"515,600円","1,728口","39,600円","354,543,000円"
2006/02/16,0978,55口,"767,700円",506口,"31,900円",138口,"399,800円","2,647口","15,900円","346,523,600円"
2006/02/17,9216,67口,"698,100円",546口,"29,000円",179口,"363,500円","2,791口","14,500円","374,093,200円"
2006/02/20,6108,63口,"912,800円",596口,"38,000円",112口,"475,400円","2,747口","19,000円","412,609,400円"
2006/02/21,3899,29口,"1,343,400円",145口,"111,900円",70口,"727,600円",829口,"55,900円","338,961,600円"
2006/02/22,2947,34口,"884,900円",554口,"36,800円",127口,"460,800円","2,555口","18,400円","347,012,800円"
2006/02/23,8824,46口,"904,700円",242口,"75,300円",118口,"490,000円","1,001口","37,600円","345,391,400円"
2006/02/24,5209,26口,"1,144,800円",521口,"47,700円",77口,"596,200円","2,825口","23,800円","373,149,600円"
2006/02/27,2384,68口,"898,400円",610口,"37,400円",128口,"467,900円","2,681口","18,700円","431,117,800円"
2006/02/28,5983,53口,"1,017,500円",435口,"42,300円",70口,"529,900円","2,182口","21,100円","346,064,200円"
