第2138回,2007/08/02,6082,13口,"1,154,900円",389口,"48,100円",89口,"601,500円","2,057口","24,000円","303,932,000円"
第2139回,2007/08/03,6368,37口,"950,300円",195口,"79,100円",109口,"514,700円",974口,"39,500円","322,868,800円"
第2140回,2007/08/06,2267,28口,"985,500円",265口,"82,100円",126口,"533,800円","1,109口","41,000円","360,366,000円"
第2141回,2007/08/07,9718,16口,"1,137,500円",363口,"47,300円",82口,"592,400円","2,057口","23,600円","294,964,200円"
第2142回,2007/08/08,5598,36口,"811,100円",230口,"67,500円",108口,"439,300円","1,184口","33,700円","293,807,000円"
第2143回,2007/08/09,7433,23口,"1,028,200円",205口,"85,600円",77口,"556,900円","1,167口","42,800円","298,006,200円"
第2144回,2007/08/10,2886,25口,"1,086,200円",214口,"90,500円",78口,"588,300円","1,062口","45,200円","312,194,200円"
第2145回,2007/08/13,0824,98口,"474,700円",635口,"19,700円",239口,"247,200円","2,457口","9,800円","316,630,600円"
第2146回,2007/08/14,7777,369口,"313,000円",該当なし,該当なし,該当なし,該当なし,該当なし,該当なし,"256,671,400円"
第2147回,2007/08/15,0979,40口,"963,000円",125口,"80,200円",77口,"521,600円",848口,"40,100円","272,784,600円"
第2148回,2007/08/16,1140,43口,"757,000円",218口,"63,000円",99口,"410,000円","1,388口","31,500円","290,407,000円"
第2149回,2007/08/17,5347,22口,"1,126,600円",374口,"46,900円",82口,"586,700円","2,112口","23,400円","311,175,400円"
第2150回,2007/08/20,6457,65口,"785,900円",596口,"32,700円",119口,"409,300円","2,509口","16,300円","356,463,800円"
第2151回,2007/08/21,8871,24口,"1,085,300円",167口,"90,400円",84口,"587,800円",948口,"45,200円","296,452,000円"
第2152回,2007/08/22,9355,15口,"1,450,000円",163口,"120,800円",57口,"785,400円",778口,"60,400円","296,061,800円"
第2153回,2007/08/23,8000,65口,"802,200円",60口,"200,500円",109口,"501,300円",212口,"100,200円","311,323,400円"
第2154回,2007/08/24,9664,97口,"487,100円",297口,"40,500円",233口,"263,800円","1,348口","20,200円","329,241,600円"
第2155回,2007/08/27,7152,29口,"960,900円",608口,"40,000円",119口,"500,400円","2,716口","20,000円","369,213,000円"
第2156回,2007/08/28,8578,21口,"1,013,700円",207口,"84,400円",93口,"549,000円","1,062口","42,200円","299,343,400円"
第2157回,2007/08/29,0788,26口,"1,261,900円",122口,"105,100円",72口,"683,500円",841口,"52,500円","309,067,400円"
第2158回,2007/08/30,1060,30口,"1,111,500円",151口,"92,600円",75口,"602,000円","1,043口","46,300円","312,869,200円"
第2159回,2007/08/31,1987,37口,"1,017,200円",415口,"42,300円",95口,"529,700円","2,070口","21,100円","332,062,200円"
