第4697回,2017/07/03,0551,19口,"915,000円",229口,"76,200円",77口,"495,600円",998口,"38,100円"
第4698回,2017/07/04,6995,20口,"806,300円",183口,"67,100円",84口,"436,700円",765口,"33,500円"
第4699回,2017/07/05,3997,39口,"608,700円",222口,"50,700円",125口,"329,700円",800口,"25,300円"
第4700回,2017/07/06,6180,17口,"1,121,300円",314口,"46,700円",57口,"584,000円","1,376口","23,300円"
第4701回,2017/07/07,4348,41口,"774,800円",148口,"64,500円",86口,"419,600円",747口,"32,200円"
第4702回,2017/07/10,0101,40口,"590,000円",210口,"98,300円",84口,"344,100円",729口,"49,100円"
第4703回,2017/07/11,5169,19口,"925,500円",356口,"38,500円",59口,"482,000円","1,626口","19,200円"
第4704回,2017/07/12,0096,4口,"1,388,300円",169口,"115,600円",35口,"751,900円",741口,"57,800円"
第4705回,2017/07/13,3233,15口,"1,112,400円",63口,"278,100円",55口,"695,200円",152口,"139,000円"
第4706回,2017/07/14,3600,24口,"986,300円",163口,"82,100円",56口,"534,200円",756口,"41,000円"
第4707回,2017/07/17,4714,32口,"768,100円",184口,"64,000円",87口,"416,000円",828口,"32,000円"
第4708回,2017/07/18,4993,13口,"1,109,200円",147口,"92,400円",53口,"600,800円",605口,"46,200円"
第4709回,2017/07/19,2966,15口,"1,194,400円",127口,"99,500円",55口,"646,900円",537口,"49,700円"
第4710回,2017/07/20,8855,15口,"815,100円",138口,"135,800円",74口,"475,400円",410口,"67,900円"
第4711回,2017/07/21,1534,14口,"1,277,500円",304口,"53,200円",43口,"665,300円","1,261口","26,600円"
第4712回,2017/07/24,8462,20口,"933,900円",512口,"38,900円",63口,"486,400円","1,865口","19,400円"
第4713回,2017/07/25,6297,15口,"1,105,700円",313口,"46,000円",45口,"575,800円","1,490口","23,000円"
第4714回,2017/07/26,7979,15口,"1,002,700円",78口,"167,100円",68口,"584,900円",309口,"83,500円"
第4715回,2017/07/27,1605,17口,"1,038,400円",309口,"43,200円",57口,"540,800円","1,491口","21,600円"
第4716回,2017/07/28,9114,28口,"848,000円",169口,"70,600円",73口,"459,300円",801口,"35,300円"
第4717回,2017/07/31,6730,24口,"1,148,500円",300口,"47,800円",59口,"598,100円","1,245口","23,900円"
