第3557回,2013/02/01,9159,19口,"1,023,200円",206口,"85,200円",78口,"554,200円",965口,"42,600円","269,741,800円"
第3558回,2013/02/04,6708,18口,"1,316,900円",350口,"54,800円",74口,"685,800円","1,553口","27,400円","302,830,000円"
第3559回,2013/02/05,3397,30口,"841,100円",242口,"70,000円",74口,"455,500円",948口,"35,000円","242,525,600円"
第3560回,2013/02/06,9375,23口,"787,900円",558口,"32,800円",75口,"410,300円","2,419口","16,400円","237,616,600円"
第3561回,2013/02/07,6964,35口,"748,200円",226口,"62,300円",106口,"405,200円","1,018口","31,100円","255,523,200円"
第3562回,2013/02/08,3092,22口,"1,024,900円",364口,"42,700円",79口,"533,800円","1,760口","21,300円","261,884,400円"
第3563回,2013/02/11,3402,32口,"1,131,400円",398口,"47,100円",52口,"589,200円","1,604口","23,500円","274,270,400円"
第3564回,2013/02/12,5888,40口,"587,800円",109口,"146,900円",102口,"367,300円",329口,"73,400円","224,845,200円"
第3565回,2013/02/13,6258,28口,"877,800円",416口,"36,500円",76口,"457,100円","1,741口","18,200円","236,411,400円"
第3566回,2013/02/14,2340,18口,"1,295,000円",282口,"53,900円",51口,"674,400円","1,432口","26,900円","247,925,200円"
第3567回,2013/02/15,2376,22口,"1,017,400円",471口,"42,300円",67口,"529,800円","2,118口","21,100円","272,783,800円"
第3568回,2013/02/18,0673,25口,"1,150,300円",529口,"47,900円",52口,"599,100円","2,056口","23,900円","298,973,400円"
第3569回,2013/02/19,2821,37口,"783,100円",183口,"65,200円",80口,"424,100円",989口,"32,600円","238,070,400円"
第3570回,2013/02/20,5777,41口,"700,000円",85口,"175,000円",118口,"437,500円",214口,"87,500円","253,179,200円"
第3571回,2013/02/21,7329,48口,"552,600円",594口,"23,000円",151口,"287,800円","2,608口","11,500円","252,654,800円"
第3572回,2013/02/22,5647,15口,"1,167,200円",350口,"48,600円",72口,"607,900円","1,747口","24,300円","268,404,000円"
第3573回,2013/02/25,3178,41口,"764,600円",546口,"31,800円",127口,"398,200円","2,284口","15,900円","301,565,000円"
第3574回,2013/02/26,9585,13口,"1,075,700円",195口,"89,600円",74口,"582,600円",824口,"44,800円","247,829,800円"
第3575回,2013/02/27,3433,13口,"1,185,100円",67口,"296,200円",65口,"740,600円",208口,"148,100円","253,814,400円"
第3576回,2013/02/28,9333,45口,"712,500円",101口,"178,100円",90口,"445,300円",320口,"89,000円","263,645,600円"
