2012/02/02,1909,23口,"1,045,900円",181口,"87,100円",70口,"566,500円",874口,"43,500円","261,300,800円"
2012/02/03,1647,26口,"963,100円",465口,"40,100円",70口,"501,600円","2,262口","20,000円","276,025,400円"
2012/02/06,6911,37口,"612,800円",386口,"51,000円",160口,"331,900円","1,641口","25,500円","305,343,400円"
2012/02/07,3792,60口,"509,300円",415口,"21,200円",182口,"265,200円","2,044口","10,600円","242,985,600円"
2012/02/08,3862,35口,"737,700円",460口,"30,700円",99口,"384,200円","2,369口","15,300円","254,246,200円"
2012/02/09,8611,40口,"840,800円",173口,"70,000円",87口,"455,400円",870口,"35,000円","257,484,000円"
2012/02/10,2127,37口,"692,600円",242口,"57,700円",121口,"375,100円","1,318口","28,800円","273,417,800円"
2012/02/13,0872,20口,"1,389,800円",408口,"57,900円",46口,"723,800円","1,723口","28,900円","299,131,200円"
2012/02/14,5310,26口,"943,600円",359口,"39,300円",60口,"491,400円","1,903口","19,600円","234,547,800円"
2012/02/15,1513,44口,"755,700円",218口,"62,900円",100口,"409,300円",995口,"31,400円","264,997,600円"
2012/02/16,1424,37口,"730,000円",224口,"60,800円",120口,"395,400円","1,066口","30,400円","267,820,200円"
2012/02/17,1241,56口,"507,700円",461口,"42,300円",126口,"275,000円","1,992口","21,100円","277,166,800円"
2012/02/20,3510,68口,"620,700円",704口,"25,800円",136口,"323,200円","2,741口","12,900円","310,766,200円"
2012/02/21,4355,36口,"774,200円",175口,"64,500円",117口,"419,300円",777口,"32,200円","251,765,800円"
2012/02/22,3807,22口,"981,400円",319口,"40,800円",95口,"511,100円","1,686口","20,400円","261,505,000円"
2012/02/23,4156,29口,"950,900円",287口,"39,600円",92口,"495,200円","1,564口","19,800円","256,672,600円"
2012/02/24,9779,18口,"1,594,100円",49口,"265,600円",53口,"929,800円",276口,"132,800円","283,702,000円"
2012/02/27,2019,35口,"836,200円",637口,"34,800円",98口,"435,500円","2,782口","17,400円","316,934,000円"
2012/02/28,9131,13口,"1,183,200円",212口,"98,600円",47口,"640,900円",970口,"49,300円","253,850,400円"
2012/02/29,0971,18口,"1,167,200円",386口,"48,600円",40口,"607,900円","2,099口","24,300円","255,884,400円"
