2017/11/02,1343,5口,"1,349,800円",118口,"112,400円",51口,"731,100円",689口,"56,200円"
2017/11/03,3185,28口,"719,900円",484口,"29,900円",73口,"374,900円","1,973口","14,900円"
2017/11/06,2533,19口,"1,107,900円",208口,"92,300円",54口,"600,100円",796口,"46,100円"
2017/11/07,7893,17口,"821,000円",349口,"34,200円",85口,"427,600円","1,736口","17,100円"
2017/11/08,8560,7口,"1,251,200円",281口,"52,100円",56口,"651,600円","1,240口","26,000円"
2017/11/09,2114,24口,"715,300円",304口,"59,600円",67口,"387,400円","1,108口","29,800円"
2017/11/10,6351,31口,"716,100円",477口,"29,800円",84口,"372,900円","1,995口","14,900円"
2017/11/13,4700,16口,"1,217,000円",174口,"101,400円",46口,"659,200円",799口,"50,700円"
2017/11/14,9033,7口,"1,533,700円",124口,"127,800円",34口,"830,700円",509口,"63,900円"
2017/11/15,5808,18口,"1,151,300円",120口,"95,900円",52口,"623,600円",641口,"47,900円"
2017/11/16,5360,13口,"1,212,300円",294口,"50,500円",49口,"631,400円","1,261口","25,200円"
2017/11/17,5863,21口,"577,900円",678口,"24,000円",128口,"300,900円","2,557口","12,000円"
2017/11/20,8642,22口,"834,800円",598口,"34,700円",83口,"434,700円","1,864口","17,300円"
2017/11/21,9840,19口,"871,700円",356口,"36,300円",75口,"454,000円","1,516口","18,100円"
2017/11/22,3598,22口,"853,400円",396口,"35,500円",68口,"444,400円","1,711口","17,700円"
2017/11/23,9182,14口,"1,164,300円",270口,"48,500円",39口,"606,400円","1,446口","24,200円"
2017/11/24,7288,24口,"960,700円",123口,"80,000円",76口,"520,300円",677口,"40,000円"
2017/11/27,9698,11口,"1,116,200円",176口,"93,000円",71口,"604,600円",832口,"46,500円"
2017/11/28,6229,21口,"1,002,600円",139口,"83,500円",52口,"543,000円",753口,"41,700円"
2017/11/29,0740,31口,"950,000円",136口,"79,100円",54口,"514,500円",652口,"39,500円"
2017/11/30,6287,21口,"1,117,800円",263口,"46,500円",51口,"582,100円","1,270口","23,200円"
