第5065回,2018/12/04,7127,12口,"1,001,600円",143口,"83,400円",76口,"542,500円",686口,"41,700円"
第5066回,2018/12/05,6135,15口,"919,300円",406口,"38,300円",75口,"478,800円","1,751口","19,100円"
第5067回,2018/12/06,6525,12口,"1,222,900円",146口,"101,900円",47口,"662,400円",672口,"50,900円"
第5068回,2018/12/07,5785,18口,"944,000円",400口,"78,600円",56口,"511,300円",637口,"39,300円"
第5069回,2018/12/10,2621,24口,"848,800円",294口,"70,700円",75口,"459,700円","1,082口","35,300円"
第5070回,2018/12/11,3299,14口,"1,177,500円",139口,"98,100円",56口,"637,800円",567口,"49,000円"
第5071回,2018/12/12,5384,16口,"1,152,500円",355口,"48,000円",50口,"600,200円","1,345口","24,000円"
第5072回,2018/12/13,1350,29口,"788,100円",431口,"32,800円",72口,"410,400円","1,944口","16,400円"
第5073回,2018/12/14,5853,13口,"915,700円",222口,"76,300円",82口,"496,000円","1,036口","38,100円"
第5074回,2018/12/17,8564,21口,"918,100円",544口,"38,200円",91口,"478,100円","1,995口","19,100円"
第5075回,2018/12/18,5146,25口,"794,800円",453口,"33,100円",83口,"413,900円","1,965口","16,500円"
第5076回,2018/12/19,9225,23口,"1,281,100円",163口,"106,700円",34口,"693,900円",664口,"53,300円"
第5077回,2018/12/20,5575,16口,"923,800円",105口,"230,900円",71口,"577,300円",217口,"115,400円"
第5078回,2018/12/21,6828,25口,"1,161,200円",149口,"96,700円",49口,"628,900円",724口,"48,300円"
第5079回,2018/12/24,1631,34口,"868,000円",196口,"72,300円",90口,"470,100円",800口,"36,100円"
第5080回,2018/12/25,3724,40口,"757,900円",373口,"31,500円",94口,"394,700円","1,611口","15,700円"
第5081回,2018/12/26,2822,34口,"933,000円",82口,"233,200円",62口,"583,100円",173口,"116,600円"
第5082回,2018/12/27,3002,15口,"1,135,100円",182口,"94,500円",56口,"614,800円",848口,"47,200円"
第5083回,2018/12/28,5231,25口,"845,400円",627口,"35,200円",75口,"440,300円","2,328口","17,600円"
