第3170回,2011/08/02,9437,32口,"929,300円",359口,"38,700円",65口,"484,000円","1,683口","19,300円","239,305,000円"
第3171回,2011/08/03,0945,21口,"1,072,200円",419口,"44,600円",50口,"558,400円","1,841口","22,300円","245,083,400円"
第3172回,2011/08/04,9904,37口,"673,800円",200口,"56,100円",142口,"364,900円",909口,"28,000円","252,274,600円"
第3173回,2011/08/05,3388,83口,"432,400円",141口,"72,000円",218口,"252,200円",415口,"36,000円","257,791,800円"
第3174回,2011/08/08,8275,11口,"1,199,600円",458口,"49,900円",64口,"624,700円","1,966口","24,900円","278,245,200円"
第3175回,2011/08/09,8499,38口,"731,800円",280口,"60,900円",54口,"396,300円","1,194口","30,400円","228,230,600円"
第3176回,2011/08/10,5889,13口,"1,168,300円",139口,"97,300円",72口,"632,800円",687口,"48,600円","239,398,800円"
第3177回,2011/08/11,8479,26口,"693,700円",535口,"28,900円",110口,"361,300円","2,526口","14,400円","243,912,000円"
第3178回,2011/08/12,8516,19口,"1,034,600円",381口,"43,100円",73口,"538,800円","1,772口","21,500円","252,478,200円"
第3179回,2011/08/15,7823,57口,"625,200円",565口,"26,000円",139口,"325,600円","2,320口","13,000円","279,676,800円"
第3180回,2011/08/16,5637,32口,"895,200円",467口,"37,300円",65口,"466,200円","1,755口","18,600円","242,474,800円"
第3181回,2011/08/17,2330,36口,"813,200円",169口,"67,700円",96口,"440,400円",912口,"33,800円","253,158,600円"
第3182回,2011/08/18,5425,14口,"1,181,300円",163口,"98,400円",66口,"639,800円",814口,"49,200円","255,307,800円"
第3183回,2011/08/19,5489,33口,"636,100円",488口,"26,500円",168口,"331,300円","2,193口","13,200円","263,674,000円"
第3184回,2011/08/22,1556,20口,"1,133,100円",194口,"94,400円",82口,"613,700円",884口,"47,200円","295,656,800円"
第3185回,2011/08/23,8710,34口,"838,100円",331口,"34,900円",90口,"436,500円","1,639口","17,400円","239,910,600円"
第3186回,2011/08/24,0571,27口,"1,036,800円",316口,"43,200円",51口,"540,000円","1,910口","21,600円","245,433,000円"
第3187回,2011/08/25,8785,32口,"974,100円",187口,"81,100円",66口,"527,600円",922口,"40,500円","263,555,000円"
第3188回,2011/08/26,1661,20口,"1,416,700円",88口,"236,100円",41口,"826,400円",329口,"118,000円","270,750,400円"
第3189回,2011/08/29,2695,24口,"1,204,300円",425口,"50,100円",60口,"627,200円","1,963口","25,000円","304,715,600円"
第3190回,2011/08/30,8103,41口,"767,200円",436口,"31,900円",86口,"399,500円","2,017口","15,900円","248,879,800円"
第3191回,2011/08/31,0319,63口,"521,700円",594口,"21,700円",168口,"271,700円","2,400口","10,800円","261,155,400円"
