第4202回,2015/08/04,9960,16口,"1,140,500円",122口,"95,000円",52口,"617,700円",685口,"47,500円","210,051,200円"
第4203回,2015/08/05,9792,12口,"1,468,800円",94口,"122,400円",45口,"795,600円",559口,"61,200円","220,332,000円"
第4204回,2015/08/06,9089,18口,"1,014,200円",158口,"84,500円",73口,"549,300円",618口,"42,200円","217,398,400円"
第4205回,2015/08/07,0075,16口,"1,293,000円",129口,"107,700円",40口,"700,300円",710口,"53,800円","224,132,800円"
第4206回,2015/08/10,3472,15口,"1,071,400円",381口,"44,600円",70口,"558,000円","1,770口","22,300円","248,110,400円"
第4207回,2015/08/11,0553,13口,"1,288,200円",119口,"107,300円",41口,"697,700円",683口,"53,600円","210,649,600円"
第4208回,2015/08/12,0029,26口,"1,004,700円",165口,"83,700円",48口,"544,200円",744口,"41,800円","216,030,000円"
第4209回,2015/08/13,5872,12口,"1,109,900円",317口,"46,200円",53口,"578,000円","1,527口","23,100円","208,729,000円"
第4210回,2015/08/14,8771,19口,"929,400円",185口,"77,400円",77口,"503,400円",866口,"38,700円","231,763,000円"
第4211回,2015/08/17,6383,18口,"1,212,300円",174口,"101,000円",52口,"656,600円",841口,"50,500円","257,841,600円"
第4212回,2015/08/18,9878,18口,"831,700円",212口,"69,300円",70口,"450,500円","1,115口","34,600円","221,866,600円"
第4213回,2015/08/19,2956,33口,"665,900円",386口,"27,700円",131口,"346,800円","1,739口","13,800円","227,228,000円"
第4214回,2015/08/20,9259,27口,"841,000円",153口,"70,000円",91口,"455,500円",752口,"35,000円","224,993,000円"
第4215回,2015/08/21,9386,17口,"938,000円",470口,"39,000円",55口,"488,500円","2,251口","19,500円","233,736,400円"
第4216回,2015/08/24,5920,31口,"821,900円",502口,"34,200円",85口,"428,000円","2,281口","17,100円","262,502,400円"
第4217回,2015/08/25,1318,30口,"887,000円",142口,"73,900円",74口,"480,400円",675口,"36,900円","216,914,000円"
第4218回,2015/08/26,7426,25口,"854,400円",460口,"35,600円",71口,"445,000円","1,917口","17,800円","229,901,200円"
第4219回,2015/08/27,6677,24口,"1,080,500円",81口,"180,000円",58口,"630,200円",297口,"90,000円","230,725,200円"
第4220回,2015/08/28,3364,25口,"1,054,800円",144口,"87,900円",65口,"571,300円",683口,"43,900円","235,968,000円"
第4221回,2015/08/31,8399,25口,"1,128,500円",180口,"94,000円",62口,"611,200円",791口,"47,000円","267,186,600円"
