2017/10/03,3357,22口,"847,900円",173口,"70,600円",80口,"459,200円",694口,"35,300円"
2017/10/04,2135,31口,"765,000円",471口,"31,800円",68口,"398,400円","1,826口","15,900円"
2017/10/05,2524,27口,"965,900円",149口,"80,400円",63口,"523,100円",627口,"40,200円"
2017/10/06,9159,24口,"995,800円",137口,"82,900円",55口,"539,300円",755口,"41,400円"
2017/10/09,5859,28口,"874,800円",178口,"72,900円",78口,"473,800円",702口,"36,400円"
2017/10/10,7920,7口,"1,203,300円",256口,"50,100円",50口,"626,700円","1,464口","25,000円"
2017/10/11,2699,16口,"998,800円",125口,"83,200円",68口,"541,000円",721口,"41,600円"
2017/10/12,8061,14口,"1,042,700円",318口,"43,400円",57口,"543,000円","1,524口","21,700円"
2017/10/13,6856,33口,"776,500円",223口,"64,700円",76口,"420,600円",939口,"32,300円"
2017/10/16,6708,21口,"1,105,900円",410口,"46,000円",65口,"575,900円","1,285口","23,000円"
2017/10/17,6863,24口,"1,030,500円",153口,"85,800円",48口,"558,100円",678口,"42,900円"
2017/10/18,7187,18口,"1,024,900円",173口,"85,400円",58口,"555,100円",734口,"42,700円"
2017/10/19,4615,22口,"806,700円",341口,"33,600円",83口,"420,100円","1,707口","16,800円"
2017/10/20,6897,17口,"709,700円",569口,"29,500円",104口,"369,600円","2,155口","14,700円"
2017/10/23,6135,26口,"863,400円",372口,"35,900円",78口,"449,600円","1,898口","17,900円"
2017/10/24,5359,12口,"1,020,400円",190口,"85,000円",62口,"552,700円",703口,"42,500円"
2017/10/25,3309,34口,"860,800円",127口,"71,700円",77口,"466,200円",611口,"35,800円"
2017/10/26,6341,25口,"881,700円",342口,"36,700円",71口,"459,200円","1,603口","18,300円"
2017/10/27,6701,22口,"1,111,900円",299口,"46,300円",57口,"579,100円","1,275口","23,100円"
2017/10/30,9542,21口,"1,198,800円",427口,"49,900円",35口,"624,300円","1,621口","24,900円"
2017/10/31,4924,27口,"898,800円",141口,"74,900円",62口,"486,800円",793口,"37,400円"
