第4287回,2015/12/01,1018,73口,"403,200円",222口,"33,600円",217口,"218,400円",945口,"16,800円","222,624,800円"
第4288回,2015/12/02,6170,26口,"1,051,700円",276口,"43,800円",59口,"547,700円","1,383口","21,900円","226,802,400円"
第4289回,2015/12/03,1063,39口,"703,700円",421口,"29,300円",92口,"366,500円","1,840口","14,600円","223,324,000円"
第4290回,2015/12/04,2118,26口,"699,200円",292口,"58,200円",83口,"378,700円","1,335口","29,100円","234,512,600円"
第4291回,2015/12/07,1809,27口,"623,000円",655口,"25,900円",130口,"324,400円","3,284口","12,900円","263,649,400円"
第4292回,2015/12/08,1370,15口,"904,700円",430口,"37,600円",64口,"471,100円","2,033口","18,800円","218,357,400円"
第4293回,2015/12/09,2727,19口,"1,028,100円",75口,"171,300円",74口,"599,700円",310口,"85,600円","229,621,000円"
第4294回,2015/12/10,1263,32口,"836,300円",351口,"34,800円",69口,"435,500円","1,913口","17,400円","227,525,200円"
第4295回,2015/12/11,7899,24口,"754,400円",155口,"62,800円",126口,"408,600円",860口,"31,400円","236,384,800円"
第4296回,2015/12/14,7409,37口,"828,400円",432口,"34,500円",96口,"431,400円","2,015口","17,200円","270,602,600円"
第4297回,2015/12/15,8937,22口,"877,900円",425口,"36,500円",78口,"457,200円","1,997口","18,200円","237,904,800円"
第4298回,2015/12/16,4078,51口,"675,500円",388口,"28,100円",118口,"351,800円","1,745口","14,000円","247,674,000円"
第4299回,2015/12/17,5866,16口,"975,500円",201口,"81,200円",70口,"528,300円","1,021口","40,600円","245,427,000円"
第4300回,2015/12/18,2901,24口,"825,800円",525口,"34,400円",78口,"430,100円","2,390口","17,200円","250,127,200円"
第4301回,2015/12/21,5306,17口,"1,275,500円",428口,"53,100円",58口,"664,300円","1,573口","26,500円","277,258,000円"
第4302回,2015/12/22,7376,19口,"1,060,400円",149口,"88,300円",52口,"574,300円",956口,"44,100円","234,288,000円"
第4303回,2015/12/23,5132,14口,"1,123,300円",344口,"46,800円",58口,"585,000円","1,490口","23,400円","223,624,600円"
第4304回,2015/12/24,4690,24口,"833,600円",383口,"34,700円",113口,"434,100円","1,629口","17,300円","245,916,000円"
第4305回,2015/12/25,6790,34口,"898,900円",400口,"37,400円",71口,"468,100円","1,995口","18,700円","258,108,400円"
第4306回,2015/12/28,4468,27口,"1,154,100円",225口,"96,100円",73口,"625,100円",721口,"48,000円","295,795,000円"
第4307回,2015/12/29,8354,28口,"939,500円",412口,"39,100円",70口,"489,300円","1,787口","19,500円","248,165,800円"
第4308回,2015/12/30,5496,23口,"891,800円",557口,"37,100円",78口,"464,400円","2,209口","18,500円","263,293,200円"
