第4590回,2017/02/02,6109,15口,"913,700円",342口,"38,000円",77口,"475,800円","1,881口","19,000円"
第4591回,2017/02/03,3402,7口,"1,103,400円",397口,"45,900円",64口,"574,600円","1,838口","22,900円"
第4592回,2017/02/06,3293,20口,"967,900円",232口,"80,600円",79口,"524,200円",895口,"40,300円"
第4593回,2017/02/07,4787,13口,"1,137,200円",122口,"94,700円",62口,"615,900円",677口,"47,300円"
第4594回,2017/02/08,1702,13口,"847,600円",523口,"35,300円",64口,"441,400円","2,508口","17,600円"
第4595回,2017/02/09,8785,11口,"1,089,700円",120口,"90,800円",70口,"590,200円",672口,"45,400円"
第4596回,2017/02/10,1320,27口,"764,600円",491口,"31,800円",72口,"398,200円","2,308口","15,900円"
第4597回,2017/02/13,5571,27口,"1,107,800円",169口,"92,300円",59口,"600,000円",712口,"46,100円"
第4598回,2017/02/14,7837,16口,"1,140,700円",132口,"95,000円",45口,"617,800円",748口,"47,500円"
第4599回,2017/02/15,7985,14口,"869,900円",575口,"36,200円",74口,"453,000円","2,327口","18,100円"
第4600回,2017/02/16,7499,24口,"934,800円",190口,"77,900円",72口,"506,300円",825口,"38,900円"
第4601回,2017/02/17,3877,13口,"1,120,000円",134口,"93,300円",70口,"606,600円",812口,"46,600円"
第4602回,2017/02/20,7328,33口,"790,900円",538口,"32,900円",96口,"411,900円","2,277口","16,400円"
第4603回,2017/02/21,4088,29口,"947,400円",125口,"78,900円",73口,"513,100円",644口,"39,400円"
第4604回,2017/02/22,5256,23口,"1,144,000円",128口,"95,300円",62口,"619,600円",624口,"47,600円"
第4605回,2017/02/23,4671,14口,"1,094,200円",305口,"45,500円",67口,"569,800円","1,498口","22,700円"
第4606回,2017/02/24,5812,27口,"857,800円",404口,"35,700円",86口,"446,700円","1,841口","17,800円"
第4607回,2017/02/27,2882,29口,"800,100円",140口,"133,300円",101口,"466,700円",490口,"66,600円"
第4608回,2017/02/28,1347,29口,"764,500円",458口,"31,800円",96口,"398,100円","1,667口","15,900円"
