第3730回,2013/10/02,4230,15口,"1,055,400円",361口,"43,900円",59口,"549,600円","1,670口","21,900円","224,134,200円"
第3731回,2013/10/03,4341,19口,"1,007,800円",164口,"83,900円",64口,"545,800円",800口,"41,900円","225,448,800円"
第3732回,2013/10/04,2642,34口,"945,000円",184口,"78,700円",50口,"511,800円",775口,"39,300円","228,307,400円"
第3733回,2013/10/07,6332,29口,"866,800円",235口,"72,200円",76口,"469,500円","1,033口","36,100円","255,815,600円"
第3734回,2013/10/08,7739,18口,"941,800円",132口,"78,400円",89口,"510,100円",553口,"39,200円","209,825,800円"
第3735回,2013/10/09,1823,47口,"769,400円",263口,"32,000円",74口,"400,700円","1,424口","16,000円","215,721,400円"
第3736回,2013/10/10,1385,22口,"962,800円",347口,"40,100円",54口,"501,400円","1,865口","20,000円","221,332,800円"
第3737回,2013/10/11,7471,27口,"916,500円",160口,"76,300円",59口,"496,400円",884口,"38,100円","222,263,600円"
第3738回,2013/10/14,2204,25口,"1,015,200円",168口,"84,600円",54口,"549,900円",834口,"42,300円","232,388,400円"
第3739回,2013/10/15,3840,23口,"1,005,300円",247口,"41,800円",62口,"523,500円","1,249口","20,900円","204,655,400円"
第3740回,2013/10/16,9865,10口,"925,800円",424口,"38,500円",64口,"482,100円","2,189口","19,200円","219,321,400円"
第3741回,2013/10/17,6581,7口,"1,058,300円",415口,"44,000円",59口,"551,100円","1,993口","22,000円","227,051,200円"
第3742回,2013/10/18,1711,18口,"813,500円",98口,"203,300円",73口,"508,400円",315口,"101,600円","230,512,800円"
第3743回,2013/10/21,2698,20口,"1,006,000円",376口,"41,900円",87口,"523,900円","1,669口","20,900円","258,779,800円"
第3744回,2013/10/22,8025,30口,"791,500円",297口,"32,900円",88口,"412,200円","1,641口","16,400円","215,287,000円"
第3745回,2013/10/23,7352,31口,"706,600円",442口,"29,400円",89口,"368,000円","2,137口","14,700円","220,305,600円"
第3746回,2013/10/24,4114,23口,"814,400円",83口,"135,700円",88口,"475,000円",393口,"67,800円","218,851,600円"
第3747回,2013/10/25,8632,15口,"952,200円",389口,"39,600円",66口,"495,900円","1,909口","19,800円","222,930,800円"
第3748回,2013/10/28,8075,22口,"1,118,700円",332口,"46,600円",76口,"582,600円","1,499口","23,300円","265,124,200円"
第3749回,2013/10/29,2930,28口,"741,000円",304口,"30,800円",109口,"385,900円","1,543口","15,400円","213,380,600円"
第3750回,2013/10/30,9172,17口,"1,095,300円",368口,"45,600円",48口,"570,400円","1,668口","22,800円","224,140,800円"
第3751回,2013/10/31,2569,30口,"822,100円",333口,"34,200円",97口,"428,100円","1,523口","17,100円","230,417,200円"
