第1173回,2003/06/04,8685,46口,"1,057,700円",269口,"88,100円",147口,"572,900円","1,554口","44,000円","500,174,000円"
第1174回,2003/06/06,2679,57口,"939,600円",634口,"39,100円",194口,"489,300円","3,422口","19,500円","534,055,200円"
第1175回,2003/06/09,1228,324口,"319,800円",364口,"26,600円",588口,"173,200円","1,426口","13,300円","520,438,200円"
第1176回,2003/06/11,7137,51口,"1,018,500円",347口,"84,800円",125口,"551,600円","1,618口","42,400円","486,720,000円"
第1177回,2003/06/13,1744,64口,"720,300円",609口,"60,000円",172口,"390,100円","2,835口","30,000円","521,912,800円"
第1178回,2003/06/16,8604,54口,"1,131,200円",626口,"47,100円",134口,"589,100円","2,782口","23,500円","522,448,600円"
第1179回,2003/06/18,6048,49口,"1,221,500円",448口,"50,800円",118口,"636,100円","2,202口","25,400円","475,035,000円"
第1180回,2003/06/20,9833,52口,"1,073,000円",287口,"89,400円",131口,"581,200円","1,650口","44,700円","514,182,000円"
第1181回,2003/06/23,6929,54口,"1,090,800円",305口,"90,900円",131口,"590,800円","1,490口","45,400円","515,021,200円"
第1182回,2003/06/25,5863,51口,"940,100円",777口,"39,100円",136口,"489,600円","3,990口","19,500円","495,837,400円"
第1183回,2003/06/27,7605,56口,"1,082,900円",562口,"45,100円",149口,"564,000円","3,061口","22,500円","531,349,200円"
第1184回,2003/06/30,0714,160口,"521,100円",879口,"21,700円",366口,"271,400円","4,165口","10,800円","548,937,400円"
