2014/08/04,5109,33口,"690,300円",583口,"28,700円",114口,"359,500円","2,305口","14,300円","252,653,800円"
2014/08/05,6919,38口,"633,200円",161口,"52,700円",123口,"342,900円",777口,"26,300円","211,681,600円"
2014/08/06,0354,15口,"1,243,300円",286口,"51,800円",53口,"647,500円","1,242口","25,900円","222,137,000円"
2014/08/07,6579,14口,"1,086,000円",313口,"45,200円",64口,"565,600円","1,427口","22,600円","217,465,000円"
2014/08/08,1455,15口,"1,143,500円",165口,"95,200円",58口,"619,300円",704口,"47,600円","227,441,200円"
2014/08/11,1251,17口,"956,800円",280口,"79,700円",54口,"518,200円","1,146口","39,800円","249,493,400円"
2014/08/12,8425,21口,"1,073,800円",310口,"44,700円",52口,"559,200円","1,306口","22,300円","210,493,200円"
2014/08/13,0529,57口,"488,500円",370口,"20,300円",165口,"254,400円","1,796口","10,100円","212,546,600円"
2014/08/14,6205,29口,"965,900円",266口,"40,200円",56口,"503,000円","1,305口","20,100円","207,014,600円"
2014/08/15,3723,26口,"867,500円",125口,"72,200円",96口,"469,800円",747口,"36,100円","230,475,600円"
2014/08/18,0103,35口,"789,000円",233口,"65,700円",86口,"427,300円","1,236口","32,800円","267,396,800円"
2014/08/19,3729,40口,"524,700円",424口,"21,800円",160口,"273,200円","2,046口","10,900円","214,108,000円"
2014/08/20,2602,20口,"1,106,300円",141口,"92,100円",44口,"599,200円",865口,"46,000円","225,261,800円"
2014/08/21,5595,26口,"941,900円",71口,"235,400円",55口,"588,600円",235口,"117,700円","225,015,000円"
2014/08/22,5668,18口,"933,300円",156口,"77,700円",82口,"505,500円",826口,"38,800円","227,815,000円"
2014/08/25,8360,13口,"1,167,700円",419口,"48,600円",64口,"608,100円","1,859口","24,300円","266,045,800円"
2014/08/26,0307,25口,"975,400円",153口,"81,200円",71口,"528,300円",619口,"40,600円","221,095,200円"
2014/08/27,9897,10口,"1,186,200円",135口,"98,800円",61口,"642,500円",802口,"49,400円","231,211,400円"
2014/08/28,0296,30口,"764,300円",396口,"31,800円",100口,"398,000円","1,895口","15,900円","234,504,600円"
2014/08/29,0581,17口,"871,200円",481口,"36,300円",71口,"453,700円","2,347口","18,100円","237,981,400円"
