2008/05/02,5818,39口,"1,002,800円",243口,"83,500円",90口,"543,100円","1,079口","41,700円","340,889,200円"
2008/05/05,4684,50口,"801,700円",274口,"66,800円",111口,"434,200円","1,116口","33,400円","319,748,400円"
2008/05/06,1759,23口,"1,065,700円",370口,"44,400円",77口,"555,000円","1,732口","22,200円","271,422,400円"
2008/05/07,4749,32口,"1,052,700円",160口,"87,700円",80口,"570,200円",858口,"43,800円","291,071,800円"
2008/05/08,0230,31口,"1,263,600円",124口,"105,300円",62口,"684,400円",841口,"52,600円","308,785,600円"
2008/05/09,2348,61口,"604,700円",563口,"25,100円",198口,"314,900円","2,567口","12,500円","323,976,000円"
2008/05/12,5003,21口,"1,631,400円",156口,"135,900円",49口,"883,600円",952口,"67,900円","363,309,200円"
2008/05/13,3255,49口,"711,200円",206口,"59,200円",120口,"385,200円","1,279口","29,600円","291,541,400円"
2008/05/14,5651,21口,"1,102,900円",176口,"91,900円",83口,"597,400円",961口,"45,900円","295,752,400円"
2008/05/15,7723,58口,"675,700円",218口,"56,300円",154口,"366,000円","1,085口","28,100円","307,551,200円"
2008/05/16,5291,27口,"1,067,000円",445口,"44,400円",66口,"555,700円","2,674口","22,200円","321,607,800円"
2008/05/19,4487,36口,"1,060,600円",259口,"88,300円",77口,"574,400円","1,133口","44,100円","345,294,600円"
2008/05/20,2947,23口,"863,500円",448口,"35,900円",114口,"449,700円","2,262口","17,900円","284,326,000円"
2008/05/21,4441,24口,"1,107,100円",75口,"276,700円",73口,"691,900円",244口,"138,300円","292,464,400円"
2008/05/22,8423,38口,"807,100円",487口,"33,600円",105口,"420,300円","2,438口","16,800円","293,766,000円"
2008/05/23,3466,43口,"844,100円",237口,"70,300円",106口,"457,200円","1,169口","35,100円","316,794,000円"
2008/05/26,9665,40口,"1,210,700円",192口,"100,800円",72口,"655,700円",822口,"50,400円","347,766,200円"
2008/05/27,8904,25口,"1,158,900円",315口,"48,200円",76口,"603,500円","1,685口","24,100円","290,531,800円"
2008/05/28,6424,47口,"854,200円",186口,"71,100円",97口,"462,600円",968口,"35,500円","294,937,400円"
2008/05/29,5471,24口,"999,600円",412口,"41,600円",89口,"520,600円","2,161口","20,800円","294,422,600円"
2008/05/30,6180,23口,"1,026,100円",363口,"42,700円",112口,"534,400円","2,044口","21,300円","317,049,000円"
