2015/02/03,9935,16口,"1,236,400円",133口,"103,000円",54口,"669,700円",638口,"51,500円","227,831,200円"
2015/02/04,7281,27口,"923,000円",403口,"38,400円",61口,"480,700円","1,930口","19,200円","237,480,400円"
2015/02/05,7028,25口,"535,400円",813口,"22,300円",119口,"278,800円","3,398口","11,100円","228,035,200円"
2015/02/06,4228,18口,"926,800円",189口,"77,200円",94口,"502,000円",837口,"38,600円","246,211,400円"
2015/02/09,1470,33口,"865,900円",450口,"36,000円",91口,"450,900円","1,904口","18,000円","267,110,400円"
2015/02/10,8312,26口,"857,900円",362口,"35,700円",87口,"446,800円","1,530口","17,800円","225,498,800円"
2015/02/11,2805,26口,"803,400円",419口,"33,400円",88口,"418,400円","1,700口","16,700円","222,659,000円"
2015/02/12,6736,16口,"1,357,800円",115口,"113,100円",49口,"735,400円",630口,"56,500円","236,498,200円"
2015/02/13,5142,24口,"1,082,500円",422口,"45,100円",52口,"563,800円","1,754口","22,500円","253,101,800円"
2015/02/16,5096,20口,"1,047,400円",494口,"43,600円",68口,"545,500円","2,313口","21,800円","289,076,800円"
2015/02/17,9048,9口,"1,184,400円",307口,"49,300円",67口,"616,800円","1,487口","24,600円","230,740,200円"
2015/02/18,7739,30口,"805,200円",173口,"67,100円",113口,"436,100円",675口,"33,500円","239,347,200円"
2015/02/19,7112,28口,"793,900円",258口,"66,100円",54口,"430,000円","1,385口","33,000円","240,753,400円"
2015/02/20,2827,24口,"751,300円",289口,"62,600円",100口,"406,900円","1,095口","31,300円","246,896,200円"
2015/02/23,2457,44口,"802,600円",485口,"33,400円",97口,"418,000円","2,005口","16,700円","279,156,600円"
2015/02/24,6405,16口,"1,231,400円",277口,"51,300円",50口,"641,300円","1,454口","25,600円","229,534,400円"
2015/02/25,5180,32口,"926,900円",441口,"38,600円",60口,"482,700円","1,846口","19,300円","247,360,200円"
2015/02/26,3516,35口,"705,600円",398口,"29,400円",116口,"367,500円","1,827口","14,700円","235,317,400円"
2015/02/27,9524,29口,"981,300円",378口,"40,800円",68口,"511,000円","1,707口","20,400円","252,374,400円"
