第2372回,2008/07/01,7575,42口,"956,000円",94口,"159,300円",87口,"557,600円",438口,"79,600円","307,870,000円"
第2373回,2008/07/02,1507,22口,"1,101,500円",435口,"45,800円",83口,"573,600円","2,169口","22,900円","314,669,600円"
第2374回,2008/07/03,0233,29口,"1,027,200円",219口,"85,600円",84口,"556,400円","1,106口","42,800円","316,924,200円"
第2375回,2008/07/04,5748,49口,"811,200円",497口,"33,800円",119口,"422,500円","2,523口","16,900円","332,144,000円"
第2376回,2008/07/07,5070,44口,"802,500円",376口,"66,800円",128口,"434,600円","1,494口","33,400円","369,043,600円"
第2377回,2008/07/08,7573,29口,"765,400円",325口,"63,700円",109口,"414,500円","1,432口","31,800円","297,335,200円"
第2378回,2008/07/09,8066,28口,"1,343,300円",132口,"111,900円",62口,"727,600円",729口,"55,900円","307,353,200円"
第2379回,2008/07/10,0883,32口,"939,300円",175口,"78,200円",108口,"508,700円","1,151口","39,100円","319,463,600円"
第2380回,2008/07/11,3189,45口,"662,800円",587口,"27,600円",170口,"345,200円","3,209口","13,800円","331,227,600円"
第2381回,2008/07/14,8051,26口,"1,014,200円",588口,"42,200円",91口,"528,200円","2,861口","21,100円","354,997,600円"
第2382回,2008/07/15,4689,37口,"749,900円",377口,"31,200円",157口,"390,500円","2,046口","15,600円","295,155,200円"
第2383回,2008/07/16,4919,38口,"634,200円",310口,"52,800円",160口,"343,500円","1,448口","26,400円","297,161,000円"
第2384回,2008/07/17,6042,13口,"1,259,500円",421口,"52,400円",60口,"655,900円","2,191口","26,200円","300,720,000円"
第2385回,2008/07/18,2311,59口,"647,000円",311口,"53,900円",126口,"350,400円","1,539口","26,900円","312,427,600円"
第2386回,2008/07/21,5968,41口,"1,035,100円",372口,"43,100円",72口,"539,100円","1,843口","21,500円","304,548,600円"
第2387回,2008/07/22,5290,26口,"896,500円",422口,"37,300円",89口,"466,900円","2,386口","18,600円","278,214,600円"
第2388回,2008/07/23,9822,22口,"1,023,100円",169口,"85,200円",90口,"554,100円",953口,"42,600円","283,163,800円"
第2389回,2008/07/24,8798,27口,"1,022,100円",191口,"85,100円",73口,"553,600円","1,057口","42,500円","287,324,000円"
第2390回,2008/07/25,6136,29口,"1,034,800円",198口,"86,200円",84口,"560,500円","1,043口","43,100円","309,205,400円"
第2391回,2008/07/28,0705,55口,"806,300円",188口,"67,100円",158口,"436,700円",817口,"33,500円","340,978,400円"
第2392回,2008/07/29,9354,13口,"1,494,600円",315口,"62,200円",48口,"778,400円","1,629口","31,100円","282,532,000円"
第2393回,2008/07/30,2676,25口,"1,234,800円",144口,"102,900円",71口,"668,800円",740口,"51,400円","291,666,200円"
第2394回,2008/07/31,0794,23口,"1,152,500円",375口,"48,000円",69口,"600,200円","2,034口","24,000円","299,500,200円"
