2005/04/04,7156,65口,"875,700円",595口,"36,400円",149口,"456,000円","2,569口","18,200円","429,945,800円"
2005/04/05,4789,63口,"660,100円",424口,"27,500円",196口,"343,800円","2,276口","13,700円","337,641,600円"
2005/04/06,7976,35口,"1,038,500円",233口,"86,500円",88口,"562,500円","1,199口","43,200円","350,912,000円"
2005/04/07,3976,50口,"862,600円",484口,"35,900円",101口,"449,200円","2,686口","17,900円","342,626,400円"
2005/04/08,2008,29口,"1,282,300円",180口,"106,800円",69口,"694,500円","1,161口","53,400円","369,736,600円"
2005/04/11,7390,56口,"1,097,300円",740口,"45,700円",117口,"571,500円","2,838口","22,800円","504,518,600円"
2005/04/12,1822,40口,"1,019,400円",190口,"84,900円",80口,"552,100円","1,161口","42,400円","334,253,400円"
2005/04/13,7581,50口,"928,800円",427口,"38,700円",99口,"483,700円","2,301口","19,300円","345,319,000円"
2005/04/14,3981,61口,"644,000円",650口,"26,800円",151口,"335,400円","3,458口","13,400円","341,759,000円"
2005/04/15,3845,51口,"958,800円",425口,"39,900円",122口,"499,300円","2,369口","19,900円","386,954,400円"
2005/04/18,2912,68口,"857,300円",292口,"71,400円",152口,"464,300円","1,331口","35,700円","438,417,800円"
2005/04/19,7441,32口,"647,900円",377口,"53,900円",150口,"350,900円","2,188口","26,900円","339,587,200円"
2005/04/20,0304,46口,"926,200円",172口,"77,100円",120口,"501,600円",938口,"38,500円","338,412,400円"
2005/04/21,8531,41口,"886,100円",647口,"36,900円",95口,"461,500円","2,749口","18,400円","344,046,200円"
2005/04/22,3091,28口,"1,054,700円",507口,"43,900円",102口,"549,300円","2,697口","21,900円","371,348,000円"
2005/04/25,0595,26口,"1,507,400円",214口,"125,600円",71口,"816,500円","1,129口","62,800円","433,251,000円"
2005/04/26,4563,34口,"825,800円",608口,"34,400円",132口,"430,100円","2,744口","17,200円","339,973,000円"
2005/04/27,1550,35口,"1,058,100円",211口,"88,100円",97口,"573,100円","1,115口","44,000円","356,435,000円"
2005/04/28,2221,33口,"1,036,300円",83口,"259,000円",84口,"647,600円",365口,"129,500円","349,779,000円"
2005/04/29,7238,38口,"850,400円",472口,"35,400円",115口,"442,900円","2,446口","17,700円","318,470,400円"
