第4309回,2016/01/04,6778,36口,"783,900円",161口,"65,300円",123口,"424,600円",764口,"32,600円"
第4310回,2016/01/05,5456,29口,"684,000円",218口,"57,000円",126口,"370,500円","1,023口","28,500円"
第4311回,2016/01/06,3619,31口,"688,100円",465口,"28,600円",116口,"358,300円","2,107口","14,300円"
第4312回,2016/01/07,5865,17口,"1,240,000円",139口,"103,300円",51口,"671,600円",688口,"51,600円"
第4313回,2016/01/08,6186,22口,"1,065,500円",144口,"88,700円",67口,"577,100円",768口,"44,300円"
第4314回,2016/01/11,5621,31口,"952,000円",444口,"39,600円",77口,"495,800円","1,771口","19,800円"
第4315回,2016/01/12,2227,29口,"862,500円",67口,"215,600円",82口,"539,000円",184口,"107,800円"
第4316回,2016/01/13,2956,24口,"906,600円",363口,"37,700円",80口,"472,100円","1,640口","18,800円"
第4317回,2016/01/14,1944,55口,"636,800円",153口,"53,000円",120口,"344,900円",718口,"26,500円"
第4318回,2016/01/15,8955,20口,"1,109,800円",161口,"92,400円",70口,"601,100円",635口,"46,200円"
第4319回,2016/01/18,4150,33口,"918,700円",426口,"38,200円",69口,"478,400円","1,921口","19,100円"
第4320回,2016/01/19,8252,16口,"1,305,800円",145口,"108,800円",36口,"707,300円",639口,"54,400円"
第4321回,2016/01/20,8339,19口,"921,500円",187口,"76,700円",66口,"499,100円",932口,"38,300円"
第4322回,2016/01/21,2489,25口,"983,200円",296口,"40,900円",76口,"512,000円","1,351口","20,400円"
第4323回,2016/01/22,1492,38口,"714,900円",452口,"29,700円",98口,"372,300円","1,975口","14,800円"
第4324回,2016/01/25,5696,21口,"1,053,500円",128口,"87,700円",91口,"570,600円",689口,"43,800円"
第4325回,2016/01/26,7323,15口,"1,221,400円",140口,"101,700円",48口,"661,500円",697口,"50,800円"
第4326回,2016/01/27,5526,24口,"988,700円",156口,"82,300円",75口,"535,500円",733口,"41,100円"
第4327回,2016/01/28,4893,40口,"853,300円",316口,"35,500円",70口,"444,400円","1,608口","17,700円"
第4328回,2016/01/29,0599,13口,"1,192,000円",138口,"99,300円",64口,"645,600円",695口,"49,600円"
