第3472回,2012/10/01,2268,42口,"910,800円",191口,"75,900円",85口,"493,300円",844口,"37,900円","281,612,000円"
第3473回,2012/10/02,2970,15口,"1,018,100円",291口,"42,400円",69口,"530,200円","1,815口","21,200円","228,228,000円"
第3474回,2012/10/03,4161,15口,"1,067,900円",179口,"88,900円",57口,"578,400円",913口,"44,400円","234,563,800円"
第3475回,2012/10/04,8382,27口,"791,900円",258口,"65,900円",70口,"428,900円","1,188口","32,900円","239,198,200円"
第3476回,2012/10/05,8560,31口,"908,300円",369口,"37,800円",78口,"473,000円","1,833口","18,900円","252,697,800円"
第3477回,2012/10/08,6216,26口,"973,500円",174口,"81,100円",78口,"527,300円",825口,"40,500円","253,402,200円"
第3478回,2012/10/09,4338,14口,"1,055,300円",151口,"87,900円",69口,"571,600円",714口,"43,900円","219,758,000円"
第3479回,2012/10/10,9522,21口,"1,172,500円",133口,"97,700円",52口,"635,100円",721口,"48,800円","235,278,600円"
第3480回,2012/10/11,3712,42口,"703,800円",341口,"29,300円",112口,"366,500円","1,782口","14,600円","237,220,000円"
第3481回,2012/10/12,4571,26口,"911,700円",339口,"37,900円",81口,"474,800円","1,928口","18,900円","248,161,800円"
第3482回,2012/10/15,5796,20口,"1,104,400円",405口,"46,000円",79口,"575,200円","2,000口","23,000円","293,762,200円"
第3483回,2012/10/16,7159,22口,"926,300円",366口,"38,500円",78口,"482,400円","1,810口","19,200円","237,926,200円"
第3484回,2012/10/17,8493,15口,"1,068,200円",351口,"44,500円",63口,"556,300円","1,826口","22,200円","238,526,000円"
第3485回,2012/10/18,3110,63口,"410,400円",306口,"34,200円",183口,"222,300円","1,911口","17,100円","243,755,400円"
第3486回,2012/10/19,9133,15口,"1,026,400円",186口,"85,500円",71口,"555,900円","1,049口","42,700円","257,001,600円"
第3487回,2012/10/22,0711,63口,"561,000円",293口,"46,700円",144口,"303,800円","1,517口","23,300円","285,052,600円"
第3488回,2012/10/23,6265,16口,"1,057,200円",135口,"88,100円",73口,"572,600円",645口,"44,000円","220,062,800円"
第3489回,2012/10/24,5903,35口,"970,700円",292口,"40,400円",68口,"505,500円","1,386口","20,200円","240,432,400円"
第3490回,2012/10/25,8554,24口,"1,208,900円",147口,"100,700円",44口,"654,800円",777口,"50,300円","248,385,600円"
第3491回,2012/10/26,1546,16口,"1,310,700円",283口,"54,600円",53口,"682,600円","1,623口","27,300円","259,839,200円"
第3492回,2012/10/29,5994,27口,"948,600円",209口,"79,000円",96口,"513,800円",988口,"39,500円","290,027,000円"
第3493回,2012/10/30,6599,19口,"1,064,700円",197口,"88,700円",53口,"576,700円",829口,"44,300円","233,460,000円"
第3494回,2012/10/31,9002,16口,"1,159,700円",126口,"96,600円",70口,"628,100円",770口,"48,300円","248,703,600円"
