第4934回,2018/06/04,0411,45口,"464,500円",403口,"38,700円",148口,"251,600円","1,846口","19,300円"
第4935回,2018/06/05,8009,13口,"1,133,200円",164口,"94,400円",43口,"613,800円",730口,"47,200円"
第4936回,2018/06/06,2374,23口,"939,900円",303口,"39,100円",64口,"489,500円","1,350口","19,500円"
第4937回,2018/06/07,5382,32口,"712,900円",486口,"29,700円",72口,"371,300円","1,960口","14,800円"
第4938回,2018/06/08,5935,13口,"1,161,500円",189口,"96,700円",43口,"629,100円",745口,"48,300円"
第4939回,2018/06/11,3076,15口,"1,207,700円",359口,"50,300円",58口,"629,000円","1,302口","25,100円"
第4940回,2018/06/12,6657,17口,"1,131,500円",118口,"94,200円",50口,"612,800円",600口,"47,100円"
第4941回,2018/06/13,7993,7口,"1,339,600円",142口,"111,600円",45口,"725,600円",611口,"55,800円"
第4942回,2018/06/14,5121,25口,"939,300円",167口,"78,200円",51口,"508,700円",782口,"39,100円"
第4943回,2018/06/15,7711,10口,"1,002,100円",149口,"167,000円",52口,"584,500円",451口,"83,500円"
第4944回,2018/06/18,4113,24口,"912,500円",271口,"76,000円",70口,"494,200円",942口,"38,000円"
第4945回,2018/06/19,1762,18口,"1,118,100円",318口,"46,500円",45口,"582,300円","1,438口","23,200円"
第4946回,2018/06/20,2309,41口,"776,900円",316口,"32,300円",70口,"404,600円","1,446口","16,100円"
第4947回,2018/06/21,4698,16口,"889,900円",399口,"37,000円",82口,"463,400円","1,642口","18,500円"
第4948回,2018/06/22,9473,13口,"1,100,100円",420口,"45,800円",48口,"572,900円","1,763口","22,900円"
第4949回,2018/06/25,2079,18口,"1,164,100円",320口,"48,500円",66口,"606,300円","1,583口","24,200円"
第4950回,2018/06/26,2154,16口,"1,039,600円",367口,"43,300円",59口,"541,400円","1,436口","21,600円"
第4951回,2018/06/27,0185,11口,"1,433,900円",388口,"59,700円",16口,"746,800円","1,558口","29,800円"
第4952回,2018/06/28,7693,11口,"1,007,400円",434口,"41,900円",48口,"524,600円","2,070口","20,900円"
第4953回,2018/06/29,7835,25口,"790,600円",493口,"32,900円",80口,"411,700円","1,960口","16,400円"
