2009/10/02,4908,26口,"1,045,700円",352口,"43,500円",81口,"544,600円","2,029口","21,700円","290,783,800円"
2009/10/05,4422,42口,"1,236,300円",87口,"206,000円",65口,"721,100円",336口,"103,000円","336,344,400円"
2009/10/06,6425,59口,"753,300円",479口,"31,300円",75口,"392,300円","2,099口","15,600円","270,790,000円"
2009/10/07,6643,39口,"784,200円",200口,"65,300円",105口,"424,700円",956口,"32,600円","265,555,600円"
2009/10/08,1640,18口,"1,219,500円",318口,"50,800円",62口,"635,100円","1,752口","25,400円","271,120,400円"
2009/10/09,6182,37口,"986,700円",426口,"41,100円",74口,"513,900円","2,095口","20,500円","300,263,000円"
2009/10/12,9002,26口,"1,049,700円",232口,"87,400円",75口,"568,500円","1,043口","43,700円","301,890,600円"
2009/10/13,0738,16口,"1,066,500円",396口,"44,400円",71口,"555,400円","1,891口","22,200円","258,051,000円"
2009/10/14,9080,43口,"691,400円",189口,"57,600円",142口,"374,500円",962口,"28,800円","270,037,200円"
2009/10/15,8361,24口,"1,003,800円",540口,"41,800円",70口,"522,800円","2,456口","20,900円","299,204,800円"
2009/10/16,0621,63口,"618,800円",572口,"25,700円",157口,"322,200円","2,804口","12,800円","312,206,200円"
2009/10/19,3355,75口,"695,900円",157口,"115,900円",134口,"405,900円",456口,"57,900円","336,126,400円"
2009/10/20,4189,24口,"810,600円",420口,"33,700円",135口,"422,100円","2,052口","16,800円","278,421,000円"
2009/10/21,0830,64口,"636,200円",167口,"53,000円",158口,"344,600円",843口,"26,500円","280,817,400円"
2009/10/22,1408,22口,"905,100円",461口,"37,700円",106口,"471,400円","2,193口","18,800円","285,841,800円"
2009/10/23,1832,27口,"937,000円",480口,"39,000円",89口,"488,000円","2,560口","19,500円","305,450,400円"
2009/10/26,9157,23口,"1,183,000円",439口,"49,200円",77口,"616,100円","2,082口","24,600円","328,016,000円"
2009/10/27,0621,43口,"677,600円",552口,"28,200円",130口,"352,900円","2,561口","14,100円","281,678,400円"
2009/10/28,7752,29口,"885,800円",209口,"73,800円",101口,"479,800円","1,101口","36,900円","289,378,800円"
2009/10/29,7302,24口,"1,135,200円",357口,"47,300円",67口,"591,200円","2,043口","23,600円","293,489,000円"
2009/10/30,2104,37口,"731,000円",580口,"30,400円",128口,"380,700円","3,009口","15,200円","309,498,000円"
