第5321回,2019/12/03,3710,87口,"390,400円",476口,"16,200円",235口,"203,300円","2,183口","8,100円"
第5322回,2019/12/04,0053,26口,"918,100円",165口,"76,500円",75口,"497,300円",846口,"38,200円"
第5323回,2019/12/05,7622,16口,"1,128,300円",182口,"94,000円",58口,"611,100円",748口,"47,000円"
第5324回,2019/12/06,2842,9口,"1,619,100円",130口,"134,900円",42口,"877,000円",597口,"67,400円"
第5325回,2019/12/09,9864,30口,"814,800円",588口,"33,900円",93口,"424,300円","2,338口","16,900円"
第5326回,2019/12/10,9168,12口,"1,146,100円",360口,"47,700円",55口,"596,900円","1,725口","23,800円"
第5327回,2019/12/11,7186,27口,"984,800円",317口,"41,000円",70口,"512,900円","1,639口","20,500円"
第5328回,2019/12/12,0018,26口,"777,700円",235口,"64,800円",87口,"421,200円","1,152口","32,400円"
第5329回,2019/12/13,8482,19口,"1,078,900円",214口,"89,900円",71口,"584,400円",880口,"44,900円"
第5330回,2019/12/16,0408,55口,"726,200円",243口,"60,500円",136口,"393,300円",929口,"30,200円"
第5331回,2019/12/17,6065,22口,"1,466,300円",97口,"122,100円",41口,"794,200円",521口,"61,000円"
第5332回,2019/12/18,6084,18口,"787,800円",518口,"32,800円",105口,"410,300円","2,347口","16,400円"
第5333回,2019/12/19,8496,16口,"817,100円",665口,"34,000円",72口,"425,500円","2,720口","17,000円"
第5334回,2019/12/20,1505,23口,"978,600円",238口,"81,500円",70口,"530,000円","1,033口","40,700円"
第5335回,2019/12/23,1333,43口,"871,800円",100口,"217,900円",90口,"544,800円",228口,"108,900円"
第5336回,2019/12/24,4069,13口,"1,139,100円",309口,"47,400円",75口,"593,200円","1,533口","23,700円"
第5337回,2019/12/25,6395,19口,"805,800円",667口,"33,500円",71口,"419,600円","2,951口","16,700円"
第5338回,2019/12/26,4732,14口,"1,111,900円",432口,"46,300円",63口,"579,100円","1,931口","23,100円"
第5339回,2019/12/27,2682,15口,"1,056,300円",255口,"88,000円",77口,"572,100円",990口,"44,000円"
第5340回,2019/12/30,9980,23口,"1,055,900円",279口,"87,900円",88口,"571,900円",830口,"43,900円"
