第5000回,2018/09/04,2814,12口,"917,200円",320口,"38,200円",73口,"477,700円","1,346口","19,100円"
第5001回,2018/09/05,0181,18口,"829,700円",236口,"69,100円",56口,"449,400円","1,179口","34,500円"
第5002回,2018/09/06,2906,17口,"1,059,800円",318口,"44,100円",60口,"551,900円","1,366口","22,000円"
第5003回,2018/09/07,6006,21口,"1,132,200円",54口,"188,700円",55口,"660,400円",297口,"94,300円"
第5004回,2018/09/10,9054,17口,"1,040,800円",383口,"43,300円",77口,"542,000円","1,579口","21,600円"
第5005回,2018/09/11,8823,47口,"464,900円",149口,"38,700円",213口,"251,800円",634口,"19,300円"
第5006回,2018/09/12,8008,152口,"240,400円",164口,"40,000円",300口,"140,200円",455口,"20,000円"
第5007回,2018/09/13,8677,18口,"1,054,500円",141口,"87,800円",60口,"571,100円",734口,"43,900円"
第5008回,2018/09/14,6159,18口,"987,800円",406口,"41,100円",62口,"514,400円","1,604口","20,500円"
第5009回,2018/09/17,8088,27口,"903,100円",75口,"225,700円",66口,"564,400円",217口,"112,800円"
第5010回,2018/09/18,4045,19口,"981,200円",145口,"81,700円",67口,"531,400円",599口,"40,800円"
第5011回,2018/09/19,9052,19口,"1,082,800円",279口,"45,100円",49口,"563,900円","1,561口","22,500円"
第5012回,2018/09/20,6804,31口,"720,200円",348口,"30,000円",100口,"375,100円","1,475口","15,000円"
第5013回,2018/09/21,8691,26口,"828,200円",388口,"34,500円",74口,"431,300円","1,747口","17,200円"
第5014回,2018/09/24,1824,33口,"914,100円",350口,"38,000円",70口,"476,000円","1,478口","19,000円"
第5015回,2018/09/25,0887,13口,"1,352,300円",131口,"112,600円",38口,"732,400円",565口,"56,300円"
第5016回,2018/09/26,1849,14口,"1,095,900円",372口,"45,600円",46口,"570,700円","1,614口","22,800円"
第5017回,2018/09/27,5457,14口,"1,220,000円",116口,"101,600円",58口,"660,800円",568口,"50,800円"
第5018回,2018/09/28,0973,7口,"1,422,100円",345口,"59,200円",39口,"740,600円","1,448口","29,600円"
