第4911回,2018/05/02,5135,17口,"858,000円",198口,"71,500円",78口,"464,700円",916口,"35,700円"
第4912回,2018/05/03,6884,18口,"789,400円",221口,"65,700円",74口,"427,500円",939口,"32,800円"
第4913回,2018/05/04,5507,21口,"1,161,700円",104口,"96,800円",55口,"629,200円",482口,"48,400円"
第4914回,2018/05/07,4336,30口,"973,000円",147口,"81,000円",79口,"527,000円",602口,"40,500円"
第4915回,2018/05/08,5108,21口,"735,600円",363口,"30,600円",101口,"383,100円","1,643口","15,300円"
第4916回,2018/05/09,8670,16口,"1,447,600円",205口,"60,300円",38口,"753,900円",966口,"30,100円"
第4917回,2018/05/10,7807,22口,"851,100円",207口,"70,900円",69口,"461,000円",870口,"35,400円"
第4918回,2018/05/11,8659,27口,"807,200円",414口,"33,600円",70口,"420,400円","2,046口","16,800円"
第4919回,2018/05/14,6485,28口,"899,300円",461口,"37,400円",74口,"468,300円","1,751口","18,700円"
第4920回,2018/05/15,6515,19口,"1,016,300円",141口,"84,600円",51口,"550,400円",802口,"42,300円"
第4921回,2018/05/16,1143,27口,"878,300円",173口,"73,100円",72口,"475,700円",704口,"36,500円"
第4922回,2018/05/17,8202,13口,"1,290,000円",138口,"107,500円",32口,"698,700円",752口,"53,700円"
第4923回,2018/05/18,5468,15口,"875,700円",411口,"36,400円",85口,"456,000円","1,659口","18,200円"
第4924回,2018/05/21,3636,37口,"731,600円",99口,"121,900円",130口,"426,700円",243口,"60,900円"
第4925回,2018/05/22,0612,67口,"446,100円",443口,"18,500円",143口,"232,300円","2,139口","9,200円"
第4926回,2018/05/23,5297,16口,"1,054,300円",315口,"43,900円",53口,"549,100円","1,385口","21,900円"
第4927回,2018/05/24,8310,25口,"783,300円",377口,"32,600円",82口,"407,900円","1,686口","16,300円"
第4928回,2018/05/25,0621,69口,"417,100円",484口,"17,300円",189口,"217,200円","2,353口","8,600円"
第4929回,2018/05/28,9095,9口,"1,328,500円",147口,"110,700円",59口,"719,600円",721口,"55,300円"
第4930回,2018/05/29,4696,24口,"841,700円",121口,"70,100円",89口,"455,900円",640口,"35,000円"
第4931回,2018/05/30,2307,20口,"978,500円",311口,"40,700円",60口,"509,600円","1,478口","20,300円"
第4932回,2018/05/31,1641,23口,"1,062,900円",150口,"88,500円",49口,"575,700円",654口,"44,200円"
