2016/09/02,0388,24口,"952,300円",188口,"79,300円",61口,"515,800円",873口,"39,600円"
2016/09/05,6869,34口,"766,300円",218口,"63,800円",109口,"415,000円",978口,"31,900円"
2016/09/06,9228,16口,"1,239,500円",154口,"103,200円",36口,"671,300円",703口,"51,600円"
2016/09/07,6732,20口,"986,800円",344口,"41,100円",60口,"513,900円","1,725口","20,500円"
2016/09/08,7656,20口,"1,247,300円",105口,"103,900円",52口,"675,600円",488口,"51,900円"
2016/09/09,3952,29口,"887,600円",403口,"36,900円",64口,"462,200円","1,777口","18,400円"
2016/09/12,6572,14口,"1,089,300円",487口,"45,300円",59口,"567,300円","1,889口","22,600円"
2016/09/13,3537,37口,"697,500円",207口,"58,100円",79口,"377,800円",894口,"29,000円"
2016/09/14,2861,13口,"1,155,900円",240口,"48,100円",63口,"602,000円","1,445口","24,000円"
2016/09/15,8220,16口,"1,067,800円",145口,"88,900円",54口,"578,300円",837口,"44,400円"
2016/09/16,7281,20口,"848,400円",492口,"35,300円",82口,"441,800円","1,740口","17,600円"
2016/09/19,9024,30口,"891,200円",365口,"37,100円",69口,"464,100円","1,658口","18,500円"
2016/09/20,9109,19口,"784,300円",228口,"65,300円",67口,"424,800円",843口,"32,600円"
2016/09/21,8014,35口,"687,500円",466口,"28,600円",86口,"358,000円","2,067口","14,300円"
2016/09/22,7170,19口,"944,400円",151口,"78,700円",55口,"511,500円",793口,"39,300円"
2016/09/23,6765,33口,"890,700円",135口,"74,200円",81口,"482,400円",625口,"37,100円"
2016/09/26,4564,24口,"931,100円",212口,"77,500円",84口,"504,300円",813口,"38,700円"
2016/09/27,1362,13口,"1,140,800円",335口,"47,500円",44口,"594,100円","1,555口","23,700円"
2016/09/28,1613,26口,"810,300円",194口,"67,500円",76口,"438,900円",903口,"33,700円"
2016/09/29,7015,20口,"1,086,800円",271口,"45,200円",54口,"566,000円","1,422口","22,600円"
2016/09/30,8597,14口,"923,200円",456口,"38,400円",68口,"480,800円","2,057口","19,200円"
