第2566回,2009/04/02,0818,85口,"516,200円",200口,"43,000円",210口,"279,600円","1,128口","21,500円","301,036,600円"
第2567回,2009/04/03,9008,44口,"751,600円",293口,"62,600円",105口,"407,100円","1,468口","31,300円","311,459,800円"
第2568回,2009/04/06,8957,23口,"938,600円",624口,"39,100円",106口,"488,800円","2,903口","19,500円","343,521,200円"
第2569回,2009/04/07,9433,17口,"1,230,600円",209口,"102,500円",58口,"666,500円",921口,"51,200円","284,990,800円"
第2570回,2009/04/08,9607,17口,"1,330,900円",273口,"55,400円",66口,"693,100円","1,609口","27,700円","284,729,800円"
第2571回,2009/04/09,6667,26口,"1,189,200円",59口,"297,300円",66口,"743,200円",231口,"148,600円","293,021,600円"
第2572回,2009/04/10,8190,46口,"690,400円",576口,"28,700円",129口,"359,500円","3,105口","14,300円","309,740,400円"
第2573回,2009/04/13,2876,38口,"1,134,300円",370口,"47,200円",81口,"590,700円","1,883口","23,600円","339,878,000円"
第2574回,2009/04/14,9253,25口,"909,900円",337口,"37,900円",106口,"473,900円","1,907口","18,900円","270,909,400円"
第2575回,2009/04/15,4878,24口,"1,023,000円",189口,"85,200円",103口,"554,100円",926口,"42,600円","304,914,000円"
第2576回,2009/04/16,9797,23口,"1,286,100円",70口,"214,300円",76口,"750,200円",363口,"107,100円","312,240,600円"
第2577回,2009/04/17,9325,19口,"1,367,400円",365口,"56,900円",57口,"712,100円","1,957口","28,400円","318,061,000円"
第2578回,2009/04/20,1530,43口,"935,800円",590口,"38,900円",85口,"487,300円","2,886口","19,400円","357,654,600円"
第2579回,2009/04/21,2122,38口,"711,200円",88口,"177,800円",117口,"444,500円",383口,"88,900円","286,084,800円"
第2580回,2009/04/22,3835,35口,"891,700円",212口,"74,300円",94口,"483,000円","1,084口","37,100円","294,758,000円"
第2581回,2009/04/23,9241,43口,"935,600円",411口,"38,900円",65口,"487,200円","2,467口","19,400円","302,263,000円"
第2582回,2009/04/24,9387,35口,"749,200円",503口,"31,200円",149口,"390,200円","2,892口","15,600円","322,680,000円"
第2583回,2009/04/27,5947,32口,"916,900円",629口,"38,200円",121口,"477,500円","2,646口","19,100円","359,363,200円"
第2584回,2009/04/28,3922,40口,"899,500円",181口,"74,900円",105口,"487,200円",977口,"37,400円","305,173,200円"
第2585回,2009/04/29,6189,39口,"785,400円",415口,"32,700円",98口,"409,000円","2,280口","16,300円","270,249,000円"
第2586回,2009/04/30,4806,23口,"1,095,200円",416口,"45,600円",83口,"570,400円","2,180口","22,800円","313,930,400円"
