2018/10/02,6709,35口,"891,200円",301口,"37,100円",59口,"464,100円","1,162口","18,500円"
2018/10/03,3268,41口,"702,400円",409口,"29,200円",82口,"365,800円","1,618口","14,600円"
2018/10/04,7598,22口,"803,100円",445口,"33,400円",73口,"418,200円","1,776口","16,700円"
2018/10/05,7964,20口,"825,400円",429口,"34,300円",81口,"429,800円","1,832口","17,100円"
2018/10/08,6401,17口,"1,172,200円",419口,"48,800円",43口,"610,500円","1,405口","24,400円"
2018/10/09,2536,23口,"877,800円",365口,"36,500円",59口,"457,100円","1,485口","18,200円"
2018/10/10,0222,32口,"753,100円",83口,"188,200円",82口,"470,600円",155口,"94,100円"
2018/10/11,2742,19口,"719,400円",292口,"59,900円",71口,"389,600円","1,086口","29,900円"
2018/10/12,6371,20口,"1,173,000円",320口,"48,800円",37口,"610,900円","1,339口","24,400円"
2018/10/15,7978,16口,"1,004,900円",227口,"83,700円",79口,"544,300円",886口,"41,800円"
2018/10/16,8342,14口,"1,319,200円",301口,"54,900円",32口,"687,000円","1,417口","27,400円"
2018/10/17,3009,24口,"906,700円",238口,"75,500円",56口,"491,100円",858口,"37,700円"
2018/10/18,8879,14口,"707,000円",199口,"58,900円",127口,"382,900円",915口,"29,400円"
2018/10/19,5834,17口,"1,161,200円",331口,"48,300円",55口,"604,700円","1,333口","24,100円"
2018/10/22,7104,14口,"1,048,800円",478口,"43,700円",72口,"546,200円","1,745口","21,800円"
2018/10/23,2475,28口,"773,000円",402口,"32,200円",84口,"402,600円","1,605口","16,100円"
2018/10/24,6768,28口,"855,000円",152口,"71,200円",80口,"463,100円",687口,"35,600円"
2018/10/25,5804,23口,"1,109,000円",288口,"46,200円",54口,"577,600円","1,280口","23,100円"
2018/10/26,4399,25口,"888,400円",184口,"74,000円",77口,"481,200円",816口,"37,000円"
2018/10/29,4157,35口,"904,700円",488口,"37,600円",70口,"471,100円","1,709口","18,800円"
2018/10/30,2909,16口,"1,055,600円",133口,"87,900円",65口,"571,700円",671口,"43,900円"
2018/10/31,2068,25口,"867,600円",360口,"36,100円",73口,"451,800円","1,711口","18,000円"
