第5341回,2020/01/06,0702,53口,"746,300円",279口,"62,100円",145口,"404,200円","1,049口","31,000円"
第5342回,2020/01/07,6143,20口,"1,053,500円",418口,"43,800円",58口,"548,600円","1,707口","21,900円"
第5343回,2020/01/08,4198,24口,"869,300円",441口,"36,200円",81口,"452,700円","2,000口","18,100円"
第5344回,2020/01/09,5049,21口,"889,300円",383口,"37,000円",84口,"463,100円","2,176口","18,500円"
第5345回,2020/01/10,9954,32口,"609,200円",312口,"50,700円",133口,"329,900円","1,323口","25,300円"
第5346回,2020/01/13,9896,120口,"573,300円",193口,"47,700円",79口,"310,500円",788口,"23,800円"
第5347回,2020/01/14,1450,20口,"967,200円",417口,"40,300円",55口,"503,700円","2,028口","20,100円"
第5348回,2020/01/15,9545,32口,"652,200円",303口,"54,300円",107口,"353,200円","1,234口","27,100円"
第5349回,2020/01/16,0990,43口,"770,300円",133口,"128,300円",62口,"449,300円",470口,"64,100円"
第5350回,2020/01/17,6490,16口,"964,500円",458口,"40,100円",72口,"502,300円","2,018口","20,000円"
