2018/04/03,3794,30口,"828,300円",328口,"34,500円",73口,"431,400円","1,457口","17,200円"
2018/04/04,4950,26口,"880,800円",326口,"36,700円",71口,"458,700円","1,562口","18,300円"
2018/04/05,3940,37口,"675,600円",400口,"28,100円",108口,"351,800円","1,603口","14,000円"
2018/04/06,2896,58口,"655,700円",290口,"27,300円",98口,"341,500円","1,405口","13,600円"
2018/04/09,4115,22口,"1,121,900円",156口,"93,400円",62口,"607,600円",702口,"46,700円"
2018/04/10,6359,30口,"571,000円",604口,"23,700円",109口,"297,300円","2,431口","11,800円"
2018/04/11,8549,13口,"985,100円",406口,"41,000円",59口,"513,000円","1,666口","20,500円"
2018/04/12,6818,18口,"1,162,300円",140口,"96,800円",50口,"629,500円",617口,"48,400円"
2018/04/13,2560,18口,"1,221,000円",298口,"50,800円",53口,"635,900円","1,450口","25,400円"
2018/04/16,9991,16口,"960,900円",100口,"240,200円",84口,"600,500円",232口,"120,100円"
2018/04/17,8323,30口,"998,500円",132口,"83,200円",46口,"540,800円",696口,"41,600円"
2018/04/18,0593,12口,"1,237,400円",316口,"51,500円",46口,"644,400円","1,450口","25,700円"
2018/04/19,2166,12口,"1,143,800円",167口,"95,300円",64口,"619,500円",619口,"47,600円"
2018/04/20,9161,17口,"743,700円",302口,"61,900円",74口,"402,800円","1,327口","30,900円"
2018/04/23,1125,132口,"324,700円",279口,"27,000円",286口,"175,800円",892口,"13,500円"
2018/04/24,0035,14口,"974,500円",181口,"81,200円",62口,"527,800円",755口,"40,600円"
2018/04/25,4198,24口,"822,200円",356口,"34,200円",97口,"428,200円","1,413口","17,100円"
2018/04/26,0796,6口,"1,471,300円",275口,"61,300円",47口,"766,300円","1,238口","30,600円"
2018/04/27,9631,15口,"742,900円",523口,"30,900円",105口,"386,900円","2,334口","15,400円"
2018/04/30,9814,24口,"1,066,500円",411口,"44,400円",46口,"555,400円","1,679口","22,200円"
