第4350回,2016/03/01,9933,12口,"1,131,900円",115口,"188,600円",43口,"660,200円",421口,"94,300円"
第4351回,2016/03/02,2600,16口,"1,184,100円",120口,"98,600円",69口,"641,300円",682口,"49,300円"
第4352回,2016/03/03,5028,20口,"977,900円",335口,"40,700円",80口,"509,300円","1,592口","20,300円"
第4353回,2016/03/04,4944,17口,"770,800円",135口,"192,700円",88口,"481,700円",288口,"96,300円"
第4354回,2016/03/07,1975,43口,"745,600円",417口,"31,000円",126口,"388,300円","1,652口","15,500円"
第4355回,2016/03/08,6429,14口,"1,030,000円",338口,"42,900円",72口,"536,400円","1,510口","21,400円"
第4356回,2016/03/09,0736,14口,"1,242,500円",311口,"51,700円",43口,"647,100円","1,462口","25,800円"
第4357回,2016/03/10,7486,35口,"898,300円",296口,"37,400円",67口,"467,800円","1,565口","18,700円"
第4358回,2016/03/11,3876,27口,"764,000円",477口,"31,800円",91口,"397,900円","2,122口","15,900円"
第4359回,2016/03/14,5252,23口,"753,800円",180口,"125,600円",74口,"439,700円",675口,"62,800円"
第4360回,2016/03/15,0448,19口,"1,328,400円",115口,"110,700円",42口,"719,500円",543口,"55,300円"
第4361回,2016/03/16,7742,23口,"985,000円",193口,"82,000円",54口,"533,500円",861口,"41,000円"
第4362回,2016/03/17,8126,24口,"922,900円",339口,"38,400円",73口,"480,600円","1,567口","19,200円"
第4363回,2016/03/18,2293,23口,"1,043,500円",145口,"86,900円",57口,"565,200円",821口,"43,400円"
第4364回,2016/03/21,7711,28口,"767,400円",161口,"127,900円",68口,"447,600円",531口,"63,900円"
第4365回,2016/03/22,0570,28口,"954,300円",131口,"79,500円",64口,"516,900円",606口,"39,700円"
第4366回,2016/03/23,6375,19口,"1,085,200円",369口,"45,200円",47口,"565,200円","1,553口","22,600円"
第4367回,2016/03/24,8188,29口,"911,400円",72口,"227,800円",57口,"569,600円",201口,"113,900円"
第4368回,2016/03/25,5148,23口,"884,000円",394口,"36,800円",79口,"460,400円","1,718口","18,400円"
第4369回,2016/03/28,7777,485口,"238,900円",該当なし,該当なし,該当なし,該当なし,該当なし,該当なし
第4370回,2016/03/29,6861,10口,"1,539,100円",124口,"128,200円",32口,"833,600円",575口,"64,100円"
第4371回,2016/03/30,0551,15口,"1,040,300円",201口,"86,600円",56口,"563,400円",897口,"43,300円"
第4372回,2016/03/31,6585,15口,"1,044,400円",183口,"87,000円",59口,"565,700円",857口,"43,500円"
