2015/04/02,5046,16口,"1,248,600円",267口,"52,000円",63口,"650,300円","1,158口","26,000円","233,254,200円"
2015/04/03,9387,9口,"915,000円",439口,"38,100円",80口,"476,500円","2,218口","19,000円","234,177,200円"
2015/04/06,9840,24口,"965,600円",526口,"40,200円",74口,"502,900円","1,954口","20,100円","268,587,600円"
2015/04/07,6008,12口,"1,360,200円",97口,"113,300円",46口,"736,700円",658口,"56,600円","218,898,200円"
2015/04/08,2196,19口,"947,500円",383口,"39,400円",65口,"493,400円","1,765口","19,700円","222,332,200円"
2015/04/09,5708,16口,"1,095,400円",309口,"45,600円",57口,"570,500円","1,666口","22,800円","227,057,600円"
2015/04/10,6739,31口,"557,200円",412口,"23,200円",195口,"290,200円","1,810口","11,600円","232,095,600円"
2015/04/13,8620,26口,"950,000円",512口,"39,500円",74口,"494,700円","1,758口","19,700円","258,632,200円"
2015/04/14,6990,13口,"1,199,000円",125口,"99,900円",54口,"649,400円",667口,"49,900円","214,386,000円"
2015/04/15,2584,23口,"917,400円",419口,"38,200円",78口,"477,800円","1,913口","19,100円","246,554,600円"
2015/04/16,6779,34口,"935,000円",167口,"77,900円",74口,"506,400円",725口,"38,900円","245,632,200円"
2015/04/17,8099,44口,"823,300円",192口,"68,600円",80口,"445,900円",762口,"34,300円","247,158,000円"
2015/04/20,9314,26口,"952,000円",474口,"39,600円",83口,"495,800円","1,861口","19,800円","270,283,400円"
2015/04/21,4788,19口,"1,034,900円",125口,"86,200円",81口,"560,500円",677口,"43,100円","233,447,400円"
2015/04/22,2864,23口,"742,600円",543口,"30,900円",106口,"386,700円","2,098口","15,400円","238,540,800円"
2015/04/23,0563,13口,"1,191,000円",444口,"49,600円",50口,"620,300円","1,524口","24,800円","236,326,400円"
2015/04/24,1884,28口,"1,065,500円",173口,"88,700円",59口,"577,100円",734口,"44,300円","248,521,800円"
2015/04/27,3795,35口,"716,700円",716口,"29,800円",105口,"373,200円","2,698口","14,900円","279,915,200円"
2015/04/28,6220,29口,"822,700円",179口,"68,500円",88口,"445,600円",866口,"34,200円","233,415,400円"
2015/04/29,1166,12口,"1,157,700円",101口,"192,900円",54口,"675,300円",297口,"96,400円","218,896,600円"
2015/04/30,8474,16口,"1,058,000円",233口,"88,100円",57口,"573,000円",854口,"44,000円","239,538,400円"
