2017/04/04,0924,75口,"526,500円",285口,"21,900円",129口,"274,200円","1,280口","10,900円"
2017/04/05,5971,15口,"894,500円",388口,"37,200円",86口,"465,800円","1,658口","18,600円"
2017/04/06,9800,17口,"901,900円",178口,"75,100円",75口,"488,500円",841口,"37,500円"
2017/04/07,8667,29口,"968,800円",136口,"80,700円",60口,"524,700円",711口,"40,300円"
2017/04/10,2519,23口,"915,500円",473口,"38,100円",69口,"476,800円","1,951口","19,000円"
2017/04/11,9742,10口,"1,111,800円",359口,"46,300円",41口,"579,000円","1,611口","23,100円"
2017/04/12,5951,15口,"1,060,300円",147口,"88,300円",58口,"574,300円",756口,"44,100円"
2017/04/13,7223,17口,"1,121,900円",130口,"93,400円",51口,"607,600円",700口,"46,700円"
2017/04/14,8661,23口,"1,235,400円",125口,"102,900円",51口,"669,100円",598口,"51,400円"
2017/04/17,0062,19口,"1,357,900円",140口,"113,100円",40口,"735,500円",770口,"56,500円"
2017/04/18,5520,20口,"960,600円",149口,"80,000円",69口,"520,300円",730口,"40,000円"
2017/04/19,2966,17口,"1,092,500円",133口,"91,000円",71口,"591,700円",573口,"45,500円"
2017/04/20,5881,12口,"1,061,400円",133口,"88,400円",75口,"574,900円",734口,"44,200円"
2017/04/21,1307,26口,"869,900円",465口,"36,200円",69口,"453,000円","1,868口","18,100円"
2017/04/24,1315,29口,"879,500円",201口,"73,200円",89口,"476,300円",859口,"36,600円"
2017/04/25,2159,20口,"908,600円",418口,"37,800円",59口,"473,200円","1,873口","18,900円"
2017/04/26,3787,21口,"749,500円",185口,"62,400円",109口,"405,900円",868口,"31,200円"
2017/04/27,8402,17口,"1,016,600円",368口,"42,300円",55口,"529,400円","1,858口","21,100円"
2017/04/28,6154,18口,"963,900円",394口,"40,100円",62口,"502,000円","2,054口","20,000円"
