第1134回,2003/03/05,9411,56口,"1,001,700円",370口,"83,400円",132口,"542,500円","1,902口","41,700円","528,898,200円"
第1135回,2003/03/07,3949,57口,"982,500円",340口,"81,800円",178口,"532,100円","1,553口","40,900円","538,115,400円"
第1136回,2003/03/10,6788,76口,"935,300円",308口,"77,900円",185口,"506,600円","1,681口","38,900円","565,200,800円"
第1137回,2003/03/12,7713,78口,"705,000円",544口,"58,700円",207口,"381,800円","2,457口","29,300円","529,339,800円"
第1138回,2003/03/14,0775,50口,"1,433,900円",232口,"119,400円",98口,"776,600円","1,281口","59,700円","560,170,200円"
第1139回,2003/03/17,3059,70口,"983,800円",674口,"40,900円",180口,"512,300円","3,276口","20,400円","568,635,800円"
第1140回,2003/03/19,8919,52口,"1,039,300円",339口,"86,600円",129口,"562,900円","1,777口","43,300円","517,736,400円"
第1141回,2003/03/21,6073,33口,"1,345,600円",540口,"56,000円",98口,"700,800円","2,678口","28,000円","485,429,600円"
第1142回,2003/03/24,7123,88口,"853,800円",867口,"35,500円",150口,"444,600円","4,201口","17,700円","549,808,000円"
第1143回,2003/03/26,2702,69口,"801,000円",383口,"66,700円",197口,"433,800円","2,089口","33,300円","524,568,200円"
第1144回,2003/03/28,2169,60口,"909,000円",817口,"37,800円",164口,"473,400円","4,357口","18,900円","545,889,600円"
第1145回,2003/03/31,0084,133口,"700,000円",329口,"58,300円",253口,"379,100円","1,555口","29,100円","563,512,600円"
