第2847回,2010/05/04,5522,41口,"737,300円",167口,"122,800円",59口,"430,000円",624口,"61,400円","254,373,600円"
第2848回,2010/05/05,6859,38口,"743,900円",323口,"30,900円",134口,"387,400円","1,677口","15,400円","258,197,600円"
第2849回,2010/05/06,7367,21口,"901,800円",206口,"75,100円",107口,"488,400円","1,129口","37,500円","286,925,200円"
第2850回,2010/05/07,4579,52口,"655,000円",524口,"27,200円",165口,"341,100円","2,262口","13,600円","301,186,800円"
第2851回,2010/05/10,2808,34口,"1,158,400円",226口,"96,500円",75口,"627,400円","1,023口","48,200円","350,322,200円"
第2852回,2010/05/11,4795,20口,"1,251,300円",357口,"52,100円",53口,"651,700円","1,786口","26,000円","277,211,600円"
第2853回,2010/05/12,1630,29口,"780,300円",451口,"32,500円",129口,"406,400円","2,419口","16,200円","286,774,200円"
第2854回,2010/05/13,6584,24口,"1,013,200円",431口,"42,200円",84口,"527,700円","2,046口","21,100円","288,964,600円"
第2855回,2010/05/14,2831,48口,"898,300円",404口,"37,400円",91口,"467,800円","1,952口","18,700円","305,242,600円"
第2856回,2010/05/17,2367,47口,"746,400円",683口,"31,100円",144口,"388,700円","2,625口","15,500円","340,299,800円"
第2857回,2010/05/18,8490,21口,"1,188,500円",361口,"49,500円",62口,"619,000円","1,801口","24,700円","279,588,000円"
第2858回,2010/05/19,6859,55口,"530,900円",449口,"22,100円",216口,"276,500円","2,132口","11,000円","272,120,400円"
第2859回,2010/05/20,5123,33口,"884,300円",446口,"36,800円",97口,"460,500円","2,114口","18,400円","287,214,200円"
第2860回,2010/05/21,5577,50口,"806,000円",86口,"134,300円",119口,"470,100円",419口,"67,100円","302,114,000円"
第2861回,2010/05/24,5234,34口,"898,700円",593口,"37,400円",96口,"468,000円","2,430口","18,700円","318,223,800円"
第2862回,2010/05/25,5992,17口,"1,432,300円",171口,"119,300円",47口,"775,800円",762口,"59,600円","281,564,600円"
第2863回,2010/05/26,9800,34口,"833,900円",225口,"69,400円",103口,"451,600円","1,076口","34,700円","284,252,000円"
第2864回,2010/05/27,6405,21口,"1,201,400円",354口,"50,000円",71口,"625,700円","1,804口","25,000円","294,526,600円"
第2865回,2010/05/28,9478,18口,"1,237,000円",392口,"51,500円",58口,"644,200円","2,225口","25,700円","304,851,600円"
第2866回,2010/05/31,3305,34口,"1,147,100円",207口,"95,500円",88口,"621,300円",860口,"47,700円","343,511,000円"
