第1666回,2005/10/04,9450,34口,"967,500円",439口,"40,300円",81口,"503,900円","2,495口","20,100円","314,886,400円"
第1667回,2005/10/05,3687,38口,"825,000円",522口,"34,300円",120口,"429,600円","2,575口","17,100円","322,506,200円"
第1668回,2005/10/06,3458,41口,"865,300円",399口,"36,000円",128口,"450,600円","2,206口","18,000円","327,405,200円"
第1669回,2005/10/07,9579,24口,"1,283,200円",161口,"106,900円",94口,"695,000円",847口,"53,400円","352,531,400円"
第1670回,2005/10/10,2318,62口,"880,700円",446口,"36,600円",108口,"458,600円","2,203口","18,300円","357,651,000円"
第1671回,2005/10/11,7074,16口,"1,382,300円",142口,"115,100円",69口,"748,700円",818口,"57,500円","305,013,000円"
第1672回,2005/10/12,6268,36口,"977,900円",209口,"81,400円",106口,"529,600円",938口,"40,700円","325,791,400円"
第1673回,2005/10/13,6294,18口,"1,361,600円",448口,"56,700円",52口,"709,100円","2,088口","28,300円","324,524,800円"
第1674回,2005/10/14,3296,40口,"1,038,600円",495口,"43,200円",85口,"540,900円","2,566口","21,600円","365,504,000円"
第1675回,2005/10/17,6180,36口,"1,285,300円",464口,"53,500円",75口,"669,400円","2,450口","26,700円","415,430,400円"
第1676回,2005/10/18,6084,36口,"1,030,800円",352口,"42,900円",100口,"536,800円","1,869口","21,400円","324,586,800円"
第1677回,2005/10/19,1910,64口,"502,800円",634口,"41,900円",140口,"272,300円","2,789口","20,900円","345,133,600円"
第1678回,2005/10/20,1717,122口,"489,100円",118口,"81,500円",208口,"285,300円",527口,"40,700円","333,621,000円"
第1679回,2005/10/21,4044,43口,"1,158,300円",69口,"289,500円",77口,"723,900円",245口,"144,700円","357,786,000円"
第1680回,2005/10/24,9128,41口,"1,087,300円",584口,"45,300円",99口,"566,300円","2,650口","22,600円","415,873,400円"
第1681回,2005/10/25,0479,45口,"881,000円",528口,"36,700円",106口,"458,800円","2,410口","18,300円","337,553,800円"
第1682回,2005/10/26,3796,43口,"902,400円",419口,"37,600円",120口,"470,000円","2,347口","18,800円","344,660,600円"
第1683回,2005/10/27,3911,65口,"768,600円",226口,"64,000円",136口,"416,300円","1,037口","32,000円","342,837,200円"
第1684回,2005/10/28,6992,48口,"948,000円",269口,"79,000円",106口,"513,500円","1,151口","39,500円","370,360,400円"
第1685回,2005/10/31,6903,50口,"910,000円",684口,"37,900円",132口,"473,900円","3,101口","18,900円","428,453,000円"
