2004/07/02,7881,61口,"944,600円",240口,"78,700円",106口,"511,600円","1,132口","39,300円","389,583,200円"
2004/07/05,3365,69口,"885,100円",350口,"73,700円",145口,"479,400円","1,561口","36,800円","475,542,800円"
2004/07/06,8592,38口,"977,100円",445口,"40,700円",91口,"508,900円","2,394口","20,300円","334,003,800円"
2004/07/07,1111,570口,"294,600円",該当なし,該当なし,該当なし,該当なし,該当なし,該当なし,"373,166,200円"
2004/07/08,4488,65口,"828,000円",95口,"138,000円",100口,"483,000円",400口,"69,000円","317,404,200円"
2004/07/09,4101,56口,"788,500円",302口,"65,700円",102口,"427,100円","1,945口","32,800円","381,080,600円"
2004/07/12,1176,53口,"1,121,900円",239口,"93,400円",108口,"607,600円","1,214口","46,700円","453,764,600円"
2004/07/13,3350,41口,"1,115,800円",169口,"92,900円",80口,"604,300円",832口,"46,400円","329,987,800円"
2004/07/14,7256,52口,"898,300円",470口,"37,400円",114口,"467,800円","2,464口","18,700円","363,925,400円"
2004/07/15,1698,26口,"1,096,700円",348口,"45,600円",93口,"571,100円","2,259口","22,800円","331,458,800円"
2004/07/16,5866,33口,"1,134,200円",203口,"94,500円",101口,"614,300円","1,122口","47,200円","381,543,000円"
2004/07/19,7622,55口,"959,700円",229口,"79,900円",105口,"519,800円","1,212口","39,900円","387,016,600円"
2004/07/20,0198,26口,"903,600円",579口,"37,600円",84口,"470,600円","3,295口","18,800円","326,374,400円"
2004/07/21,6986,43口,"929,200円",245口,"77,400円",90口,"503,300円","1,388口","38,700円","351,047,200円"
2004/07/22,4709,31口,"976,500円",352口,"40,600円",120口,"508,500円","2,152口","20,300円","332,027,600円"
2004/07/23,1764,35口,"1,053,400円",508口,"43,800円",100口,"548,600円","2,622口","21,900円","381,292,000円"
2004/07/26,9081,51口,"785,700円",848口,"32,700円",166口,"409,200円","3,940口","16,300円","445,049,600円"
2004/07/27,6791,36口,"896,800円",455口,"37,300円",112口,"467,000円","2,641口","18,600円","335,428,800円"
2004/07/28,4470,37口,"986,600円",180口,"82,200円",126口,"534,400円","1,110口","41,100円","365,048,000円"
2004/07/29,0308,75口,"635,300円",250口,"52,900円",156口,"344,100円","1,274口","26,400円","329,540,800円"
2004/07/30,2705,55口,"822,900円",552口,"34,200円",129口,"428,500円","2,975口","17,100円","378,856,200円"
