2018/01/05,6489,16口,"933,200円",448口,"38,800円",64口,"486,000円","1,936口","19,400円"
2018/01/08,5346,36口,"644,100円",731口,"26,800円",107口,"335,400円","2,598口","13,400円"
2018/01/09,9751,15口,"1,234,400円",334口,"51,400円",37口,"642,900円","1,522口","25,700円"
2018/01/10,1523,30口,"764,900円",379口,"31,800円",102口,"398,300円","1,705口","15,900円"
2018/01/11,5820,18口,"1,079,800円",366口,"44,900円",51口,"562,300円","1,547口","22,400円"
2018/01/12,7751,23口,"912,300円",164口,"76,000円",86口,"494,100円",642口,"38,000円"
2018/01/15,6605,42口,"980,900円",149口,"81,700円",74口,"531,300円",561口,"40,800円"
2018/01/16,5564,22口,"770,000円",187口,"64,100円",92口,"417,000円",906口,"32,000円"
2018/01/17,3506,11口,"1,351,100円",277口,"56,200円",48口,"703,600円","1,136口","28,100円"
2018/01/18,6110,11口,"976,700円",209口,"81,300円",50口,"529,000円","1,081口","40,600円"
2018/01/19,3027,23口,"788,400円",365口,"32,800円",107口,"410,600円","1,654口","16,400円"
2018/01/22,3146,28口,"956,500円",425口,"39,800円",64口,"498,100円","1,683口","19,900円"
2018/01/23,0341,28口,"698,800円",364口,"29,100円",95口,"363,900円","1,747口","14,500円"
2018/01/24,6443,13口,"1,126,600円",153口,"93,800円",50口,"610,200円",701口,"46,900円"
2018/01/25,0517,63口,"537,800円",311口,"22,400円",145口,"280,100円","1,293口","11,200円"
2018/01/26,8334,6口,"1,454,200円",138口,"121,100円",42口,"787,600円",669口,"60,500円"
2018/01/29,9016,28口,"877,900円",394口,"36,500円",85口,"457,200円","1,913口","18,200円"
2018/01/30,4945,18口,"1,066,900円",163口,"88,900円",53口,"577,900円",665口,"44,400円"
2018/01/31,4148,18口,"1,307,400円",132口,"108,900円",45口,"708,100円",534口,"54,400円"
