2011/06/02,7713,37口,"822,500円",193口,"68,500円",88口,"445,500円",925口,"34,200円","254,620,200円"
2011/06/03,8964,26口,"896,600円",431口,"37,300円",96口,"466,900円","2,122口","18,600円","275,290,800円"
2011/06/06,9497,27口,"1,013,500円",231口,"84,400円",77口,"548,900円","1,006口","42,200円","292,511,400円"
2011/06/07,2708,28口,"841,200円",366口,"35,000円",97口,"438,100円","1,668口","17,500円","240,266,600円"
2011/06/08,5193,16口,"967,800円",470口,"40,300円",67口,"504,000円","2,185口","20,100円","249,502,000円"
2011/06/09,6408,15口,"810,500円",550口,"33,700円",106口,"422,100円","2,226口","16,800円","251,281,400円"
2011/06/10,0085,12口,"1,207,000円",204口,"100,500円",61口,"653,700円",895口,"50,200円","266,455,800円"
2011/06/13,0496,25口,"1,203,900円",425口,"50,100円",49口,"627,000円","1,877口","25,000円","287,172,800円"
2011/06/14,6853,42口,"695,200円",478口,"28,900円",94口,"362,000円","2,130口","14,400円","239,870,800円"
2011/06/15,6925,27口,"1,021,900円",417口,"42,500円",68口,"532,200円","1,867口","21,200円","269,550,400円"
2011/06/16,8709,19口,"807,800円",468口,"33,600円",104口,"420,700円","2,653口","16,800円","265,595,000円"
2011/06/17,2169,45口,"838,300円",435口,"34,900円",85口,"436,600円","2,049口","17,400円","279,613,400円"
2011/06/20,6935,34口,"748,300円",837口,"31,100円",96口,"389,700円","3,165口","15,500円","307,352,400円"
2011/06/21,2732,21口,"1,028,600円",186口,"85,700円",64口,"557,100円",959口,"42,800円","254,010,000円"
2011/06/22,3067,31口,"1,034,600円",249口,"43,100円",78口,"538,800円","1,392口","21,500円","255,221,600円"
2011/06/23,6096,20口,"921,600円",233口,"76,800円",77口,"499,200円","1,078口","38,400円","258,158,400円"
2011/06/24,5040,29口,"936,000円",202口,"78,000円",91口,"507,000円",891口,"39,000円","275,082,000円"
2011/06/27,6641,17口,"1,243,400円",156口,"103,600円",84口,"673,500円",814口,"51,800円","302,351,400円"
2011/06/28,7981,16口,"1,140,800円",368口,"47,500円",60口,"594,100円","1,681口","23,700円","247,450,800円"
2011/06/29,4068,34口,"666,500円",458口,"27,700円",143口,"347,100円","2,108口","13,800円","253,987,800円"
2011/06/30,8662,20口,"1,323,700円",144口,"110,300円",50口,"717,000円",744口,"55,100円","265,003,800円"
