第3877回,2014/05/01,7594,24口,"938,500円",422口,"39,100円",71口,"488,800円","1,995口","19,500円","250,527,600円"
第3878回,2014/05/02,5221,40口,"757,900円",195口,"63,100円",89口,"410,500円","1,129口","31,500円","255,170,200円"
第3879回,2014/05/05,9967,18口,"1,209,400円",138口,"100,700円",59口,"655,000円",750口,"50,300円","249,175,000円"
第3880回,2014/05/06,3870,17口,"987,700円",351口,"41,100円",59口,"514,400円","1,663口","20,500円","212,924,600円"
第3881回,2014/05/07,4471,29口,"712,300円",212口,"59,300円",101口,"385,800円","1,092口","29,600円","232,502,600円"
第3882回,2014/05/08,4449,18口,"1,046,700円",75口,"261,600円",62口,"654,100円",205口,"130,800円","235,222,600円"
第3883回,2014/05/09,9740,15口,"835,000円",489口,"34,700円",88口,"434,800円","2,281口","17,300円","238,884,400円"
第3884回,2014/05/12,5164,24口,"886,800円",432口,"36,900円",99口,"461,800円","2,142口","18,400円","272,335,800円"
第3885回,2014/05/13,1542,15口,"1,045,600円",428口,"43,500円",50口,"544,500円","1,806口","21,700円","224,233,000円"
第3886回,2014/05/14,9317,27口,"780,400円",445口,"32,500円",84口,"406,400円","2,154口","16,200円","232,684,800円"
第3887回,2014/05/15,9361,12口,"1,063,100円",411口,"44,200円",55口,"553,600円","1,956口","22,100円","232,752,400円"
第3888回,2014/05/16,5946,15口,"1,037,400円",336口,"43,200円",79口,"540,300円","1,642口","21,600円","240,571,200円"
第3889回,2014/05/19,0594,28口,"855,700円",533口,"35,600円",86口,"445,600円","2,289口","17,800円","271,352,200円"
第3890回,2014/05/20,4491,19口,"990,100円",165口,"82,500円",67口,"536,300円",818口,"41,200円","226,920,800円"
第3891回,2014/05/21,5433,16口,"1,224,200円",135口,"102,000円",61口,"663,100円",601口,"51,000円","232,162,800円"
第3892回,2014/05/22,7401,19口,"1,068,500円",330口,"44,500円",62口,"556,500円","1,619口","22,200円","234,542,600円"
第3893回,2014/05/23,2217,20口,"934,400円",177口,"77,800円",77口,"506,100円",989口,"38,900円","244,348,800円"
第3894回,2014/05/26,9374,21口,"1,014,400円",488口,"42,200円",64口,"528,300円","2,181口","21,100円","270,765,200円"
第3895回,2014/05/27,8486,28口,"779,800円",225口,"64,900円",85口,"422,300円",958口,"32,400円","229,973,400円"
第3896回,2014/05/28,7436,24口,"909,800円",455口,"37,900円",60口,"473,800円","2,007口","18,900円","234,589,000円"
第3897回,2014/05/29,6269,10口,"1,072,300円",187口,"89,300円",75口,"580,800円",797口,"44,600円","236,906,800円"
第3898回,2014/05/30,3753,39口,"708,100円",172口,"59,000円",118口,"383,500円",847口,"29,500円","240,045,000円"
