2004/05/05,5083,53口,"944,900円",553口,"39,300円",122口,"492,100円","3,027口","19,600円","425,534,400円"
2004/05/07,8384,51口,"1,077,600円",343口,"89,800円",124口,"583,700円","1,658口","44,900円","516,889,200円"
2004/05/10,4798,46口,"1,033,500円",618口,"43,000円",179口,"538,200円","2,906口","21,500円","517,993,400円"
2004/05/12,0865,41口,"1,230,900円",584口,"51,200円",97口,"641,000円","3,044口","25,600円","490,373,600円"
2004/05/14,5525,94口,"731,900円",123口,"182,900円",228口,"457,400円",363口,"91,400円","508,519,600円"
2004/05/17,7559,58口,"1,223,100円",255口,"101,900円",107口,"662,500円","1,208口","50,900円","509,742,400円"
2004/05/19,0319,107口,"653,600円",571口,"27,200円",240口,"340,400円","3,248口","13,600円","469,836,400円"
2004/05/21,5282,45口,"1,021,300円",337口,"85,100円",125口,"553,200円","1,854口","42,500円","494,891,800円"
2004/05/24,4105,56口,"1,047,100円",588口,"43,600円",122口,"545,300円","3,322口","21,800円","496,216,400円"
2004/05/26,7807,29口,"1,526,600円",235口,"127,200円",86口,"826,900円","1,137口","63,600円","483,581,200円"
2004/05/28,1070,32口,"1,210,700円",279口,"100,800円",109口,"655,700円","1,763口","50,400円","505,153,000円"
2004/05/31,5972,41口,"1,011,500円",786口,"42,100円",126口,"526,800円","3,881口","21,000円","495,054,400円"
