第4438回,2016/07/01,8080,53口,"617,000円",136口,"102,800円",97口,"359,900円",483口,"51,400円"
第4439回,2016/07/04,7318,36口,"679,500円",562口,"28,300円",122口,"353,900円","2,202口","14,100円"
第4440回,2016/07/05,3014,45口,"695,300円",380口,"28,900円",81口,"362,100円","1,809口","14,400円"
第4441回,2016/07/06,8872,16口,"1,390,900円",109口,"115,900円",44口,"753,400円",590口,"57,900円"
第4442回,2016/07/07,7982,23口,"754,500円",462口,"31,400円",96口,"392,900円","2,032口","15,700円"
第4443回,2016/07/08,5179,28口,"962,300円",333口,"40,000円",68口,"501,100円","1,500口","20,000円"
第4444回,2016/07/11,8392,21口,"954,700円",448口,"39,700円",82口,"497,200円","1,932口","19,800円"
第4445回,2016/07/12,4315,22口,"1,086,500円",271口,"45,200円",51口,"565,800円","1,385口","22,600円"
第4446回,2016/07/13,8082,12口,"1,212,200円",116口,"101,000円",62口,"656,600円",657口,"50,500円"
第4447回,2016/07/14,2948,33口,"802,700円",310口,"33,400円",84口,"418,000円","1,596口","16,700円"
第4448回,2016/07/15,4744,21口,"1,028,200円",62口,"257,000円",62口,"642,600円",211口,"128,500円"
第4449回,2016/07/18,7409,32口,"565,700円",603口,"23,500円",157口,"294,600円","2,282口","11,700円"
第4450回,2016/07/19,3068,14口,"915,300円",325口,"38,100円",87口,"476,700円","1,331口","19,000円"
第4451回,2016/07/20,5556,11口,"1,311,900円",59口,"327,900円",52口,"819,900円",141口,"163,900円"
第4452回,2016/07/21,4473,14口,"1,214,700円",107口,"101,200円",62口,"657,900円",554口,"50,600円"
第4453回,2016/07/22,4380,20口,"783,000円",498口,"32,600円",87口,"407,800円","2,082口","16,300円"
第4454回,2016/07/25,4800,18口,"1,152,300円",200口,"96,000円",54口,"624,100円",859口,"48,000円"
第4455回,2016/07/26,9750,15口,"1,134,900円",298口,"47,200円",52口,"591,000円","1,398口","23,600円"
第4456回,2016/07/27,4277,21口,"1,170,600円",152口,"97,500円",46口,"634,000円",702口,"48,700円"
第4457回,2016/07/28,2024,18口,"1,033,100円",144口,"86,000円",71口,"559,500円",677口,"43,000円"
第4458回,2016/07/29,5956,11口,"1,281,600円",125口,"106,800円",58口,"694,200円",672口,"53,400円"
