第4244回,2015/10/01,5442,15口,"1,413,000円",134口,"117,700円",34口,"765,300円",637口,"58,800円","223,347,200円"
第4245回,2015/10/02,4056,13口,"1,025,700円",284口,"42,700円",86口,"534,200円","1,568口","21,300円","233,178,000円"
第4246回,2015/10/05,4355,34口,"815,100円",291口,"67,900円",76口,"441,500円","1,117口","33,900円","264,393,200円"
第4247回,2015/10/06,4109,25口,"799,900円",323口,"33,300円",93口,"416,600円","1,772口","16,600円","220,094,600円"
第4248回,2015/10/07,5660,19口,"1,081,600円",113口,"90,100円",80口,"585,800円",547口,"45,000円","227,255,400円"
第4249回,2015/10/08,1815,29口,"894,300円",180口,"74,500円",75口,"484,400円",676口,"37,200円","224,171,200円"
第4250回,2015/10/09,3847,21口,"1,063,400円",342口,"44,300円",57口,"553,800円","1,588口","22,100円","231,640,200円"
第4251回,2015/10/12,4065,27口,"939,100円",350口,"39,100円",80口,"489,100円","1,524口","19,500円","240,008,800円"
第4252回,2015/10/13,7865,14口,"859,400円",407口,"35,800円",71口,"447,600円","1,903口","17,900円","205,468,400円"
第4253回,2015/10/14,2298,24口,"905,900円",191口,"75,400円",69口,"490,600円",776口,"37,700円","220,711,600円"
第4254回,2015/10/15,9074,12口,"974,100円",429口,"40,500円",72口,"507,300円","2,059口","20,200円","238,720,200円"
第4255回,2015/10/16,3209,19口,"979,300円",439口,"40,800円",68口,"510,000円","1,762口","20,400円","238,120,400円"
第4256回,2015/10/19,0989,14口,"1,173,300円",223口,"97,700円",58口,"635,500円",938口,"48,800円","268,782,200円"
第4257回,2015/10/20,9437,17口,"1,121,100円",376口,"46,700円",49口,"583,900円","1,536口","23,300円","224,698,200円"
第4258回,2015/10/21,1550,29口,"967,800円",177口,"80,600円",59口,"524,200円",819口,"40,300円","236,225,000円"
第4259回,2015/10/22,4750,14口,"934,700円",363口,"38,900円",91口,"486,800円","1,626口","19,400円","229,304,800円"
第4260回,2015/10/23,2603,30口,"948,300円",341口,"39,500円",64口,"493,900円","1,812口","19,700円","242,963,400円"
第4261回,2015/10/26,9030,20口,"919,100円",227口,"76,500円",88口,"497,800円","1,099口","38,200円","270,374,000円"
第4262回,2015/10/27,8880,26口,"924,000円",65口,"231,000円",59口,"577,500円",239口,"115,500円","223,833,000円"
第4263回,2015/10/28,1731,23口,"984,300円",175口,"82,000円",66口,"533,100円",782口,"41,000円","231,680,400円"
第4264回,2015/10/29,3433,14口,"1,329,600円",63口,"332,400円",46口,"831,000円",156口,"166,200円","230,464,800円"
第4265回,2015/10/30,9043,29口,"953,900円",376口,"39,700円",67口,"496,800円","1,610口","19,800円","239,763,000円"
