第1968回,2006/12/04,9909,44口,"1,184,300円",84口,"296,000円",76口,"740,100円",300口,"148,000円","394,772,600円"
第1969回,2006/12/05,6765,31口,"1,126,400円",180口,"93,800円",75口,"610,100円",985口,"46,900円","319,565,000円"
第1970回,2006/12/06,1957,69口,"654,600円",379口,"27,200円",203口,"340,900円","1,736口","13,600円","329,805,000円"
第1971回,2006/12/07,7838,21口,"1,149,100円",212口,"95,700円",73口,"622,400円","1,162口","47,800円","323,355,400円"
第1972回,2006/12/08,0956,37口,"1,097,200円",405口,"45,700円",79口,"571,400円","2,458口","22,800円","356,539,800円"
第1973回,2006/12/11,9338,28口,"1,161,100円",327口,"96,700円",77口,"628,900円","1,475口","48,300円","408,779,800円"
第1974回,2006/12/12,4857,28口,"1,126,800円",365口,"46,900円",91口,"586,800円","1,897口","23,400円","325,849,000円"
第1975回,2006/12/13,0576,32口,"1,137,200円",341口,"47,300円",80口,"592,200円","2,013口","23,600円","328,074,400円"
第1976回,2006/12/14,8514,29口,"1,186,200円",356口,"49,400円",81口,"617,800円","2,000口","24,700円","336,603,200円"
第1977回,2006/12/15,3396,107口,"512,300円",306口,"42,600円",249口,"277,400円","1,525口","21,300円","376,771,200円"
第1978回,2006/12/18,5943,36口,"1,146,700円",523口,"47,700円",103口,"597,200円","2,586口","23,800円","421,282,200円"
第1979回,2006/12/19,4717,45口,"723,300円",306口,"60,200円",137口,"391,700円","1,591口","30,100円","339,182,400円"
第1980回,2006/12/20,5148,42口,"1,100,800円",433口,"45,800円",77口,"573,300円","2,152口","22,900円","354,677,800円"
第1981回,2006/12/21,2972,27口,"1,045,700円",209口,"87,100円",105口,"566,400円","1,178口","43,500円","349,468,400円"
第1982回,2006/12/22,5375,47口,"783,500円",324口,"65,200円",136口,"424,300円","1,484口","32,600円","364,803,400円"
第1983回,2006/12/25,4381,44口,"1,024,100円",728口,"42,600円",93口,"533,300円","3,001口","21,300円","421,698,200円"
第1984回,2006/12/26,4193,46口,"892,300円",430口,"37,100円",106口,"464,700円","2,268口","18,500円","329,906,200円"
第1985回,2006/12/27,5823,53口,"751,900円",627口,"31,300円",141口,"391,600円","3,057口","15,600円","361,349,600円"
第1986回,2006/12/28,1784,36口,"941,800円",604口,"39,200円",97口,"490,500円","3,066口","19,600円","367,470,400円"
第1987回,2006/12/29,7358,70口,"627,100円",777口,"26,100円",189口,"326,600円","3,848口","13,000円","391,602,600円"
