2003/05/05,1563,76口,"892,200円",807口,"37,100円",117口,"464,600円","3,514口","18,500円","483,351,600円"
2003/05/07,1663,56口,"1,068,600円",346口,"89,000円",106口,"578,800円","1,667口","44,500円","502,747,600円"
2003/05/09,5749,42口,"1,018,300円",819口,"42,400円",159口,"530,300円","3,812口","21,200円","539,389,200円"
2003/05/12,1775,69口,"927,900円",373口,"77,300円",171口,"502,600円","1,787口","38,600円","550,928,400円"
2003/05/14,7894,35口,"1,336,100円",513口,"55,600円",103口,"695,800円","2,897口","27,800円","505,888,000円"
2003/05/16,4973,57口,"1,028,400円",710口,"42,800円",151口,"535,600円","3,484口","21,400円","543,502,200円"
2003/05/19,4212,80口,"918,100円",431口,"76,500円",119口,"497,300円","2,076口","38,200円","544,486,600円"
2003/05/21,2522,60口,"1,024,600円",118口,"256,100円",141口,"640,300円",349口,"128,000円","503,768,000円"
2003/05/23,2028,62口,"1,152,200円",258口,"96,000円",118口,"624,100円","1,467口","48,000円","534,004,400円"
2003/05/26,5082,62口,"821,500円","1,063口","34,200円",176口,"427,800円","4,941口","17,100円","549,364,800円"
2003/05/28,1602,46口,"993,300円",866口,"41,300円",110口,"517,300円","4,473口","20,600円","513,392,400円"
2003/05/30,8666,58口,"1,088,200円",138口,"272,000円",99口,"680,100円",533口,"136,000円","534,457,400円"
