2006/06/02,2685,46口,"939,600円",553口,"39,100円",91口,"489,300円","2,671口","19,500円","359,335,800円"
2006/06/05,1508,47口,"833,100円",704口,"34,700円",138口,"433,900円","3,161口","17,300円","396,334,400円"
2006/06/06,1775,35口,"1,040,400円",228口,"86,700円",66口,"563,500円","1,180口","43,300円","321,186,600円"
2006/06/07,8705,21口,"1,021,900円",474口,"42,500円",98口,"532,200円","2,440口","21,200円","323,894,800円"
2006/06/08,8557,28口,"842,900円",279口,"70,200円",113口,"456,500円","1,508口","35,100円","328,372,800円"
2006/06/09,8451,58口,"759,800円",448口,"31,600円",152口,"395,700円","2,332口","15,800円","345,153,800円"
2006/06/12,4505,41口,"1,182,700円",167口,"98,500円",99口,"640,600円",986口,"49,200円","393,273,200円"
2006/06/13,9601,23口,"1,146,700円",393口,"47,700円",67口,"597,200円","2,285口","23,800円","310,565,200円"
2006/06/14,8567,30口,"935,500円",522口,"38,900円",96口,"487,200円","2,499口","19,400円","319,783,000円"
2006/06/15,2655,29口,"1,209,600円",141口,"100,800円",87口,"655,200円",855口,"50,400円","331,983,000円"
2006/06/16,8912,37口,"949,200円",550口,"39,500円",105口,"494,300円","2,653口","19,700円","358,346,600円"
2006/06/19,8717,40口,"941,800円",309口,"78,400円",117口,"510,100円","1,517口","39,200円","402,538,000円"
2006/06/20,4991,43口,"983,100円",207口,"81,900円",73口,"532,500円","1,227口","40,900円","329,726,200円"
2006/06/21,5671,40口,"990,000円",443口,"41,200円",96口,"515,600円","2,031口","20,600円","331,710,800円"
2006/06/22,3654,68口,"713,000円",553口,"29,700円",120口,"371,300円","2,634口","14,800円","330,252,800円"
2006/06/23,0772,13口,"1,743,200円",150口,"145,200円",44口,"944,200円","1,038口","72,600円","358,656,600円"
2006/06/26,3444,44口,"1,002,400円",134口,"250,600円",80口,"626,500円",445口,"125,300円","407,941,000円"
2006/06/27,3895,34口,"1,134,600円",364口,"47,200円",85口,"590,900円","1,759口","23,600円","328,004,200円"
2006/06/28,6051,29口,"1,135,000円",384口,"47,200円",74口,"591,100円","2,380口","23,600円","335,780,400円"
2006/06/29,6782,33口,"1,008,500円",395口,"42,000円",111口,"525,200円","2,055口","21,000円","336,368,800円"
2006/06/30,2331,69口,"821,400円",261口,"68,400円",111口,"444,900円","1,176口","34,200円","364,839,200円"
