2017/05/02,4087,20口,"1,114,900円",276口,"46,400円",57口,"580,600円","1,304口","23,200円"
2017/05/03,1919,57口,"519,800円",110口,"86,600円",128口,"303,200円",290口,"43,300円"
2017/05/04,6347,12口,"1,075,500円",312口,"44,800円",57口,"560,100円","1,346口","22,400円"
2017/05/05,5696,10口,"1,410,000円",133口,"117,500円",46口,"763,700円",476口,"58,700円"
2017/05/08,0202,21口,"881,300円",116口,"146,800円",90口,"514,000円",405口,"73,400円"
2017/05/09,1755,32口,"895,000円",148口,"74,500円",60口,"484,700円",611口,"37,200円"
2017/05/10,6841,15口,"1,143,500円",355口,"47,600円",41口,"595,500円","1,547口","23,800円"
2017/05/11,5458,10口,"1,339,600円",127口,"111,600円",54口,"725,600円",523口,"55,800円"
2017/05/12,2851,17口,"918,600円",417口,"38,200円",69口,"478,400円","1,800口","19,100円"
2017/05/15,5134,21口,"958,900円",385口,"39,900円",87口,"499,400円","1,590口","19,900円"
2017/05/16,3906,18口,"910,200円",370口,"37,900円",68口,"474,000円","1,617口","18,900円"
2017/05/17,9129,22口,"921,500円",181口,"76,700円",65口,"499,100円",746口,"38,300円"
2017/05/18,6423,16口,"1,235,700円",268口,"51,400円",46口,"643,500円","1,212口","25,700円"
2017/05/19,8653,30口,"779,600円",505口,"32,400円",70口,"406,000円","1,895口","16,200円"
2017/05/22,7568,36口,"678,300円",571口,"28,200円",98口,"353,200円","2,308口","14,100円"
2017/05/23,6181,11口,"1,219,500円",136口,"101,600円",52口,"660,500円",578口,"50,800円"
2017/05/24,0209,20口,"851,300円",163口,"70,900円",77口,"461,100円",826口,"35,400円"
2017/05/25,9017,17口,"927,500円",384口,"38,600円",65口,"483,000円","1,730口","19,300円"
2017/05/26,2238,34口,"854,900円",126口,"71,200円",85口,"463,000円",641口,"35,600円"
2017/05/29,5853,29口,"725,200円",277口,"60,400円",89口,"392,800円","1,210口","30,200円"
2017/05/30,6541,19口,"1,046,200円",331口,"43,500円",36口,"544,800円","1,706口","21,700円"
2017/05/31,6806,7口,"1,431,300円",114口,"119,200円",52口,"775,200円",525口,"59,600円"
