第3429回,2012/08/01,7571,23口,"1,109,800円",142口,"92,400円",52口,"601,100円",780口,"46,200円","235,538,800円"
第3430回,2012/08/02,2905,14口,"802,800円",352口,"33,400円",121口,"418,100円","1,999口","16,700円","237,891,200円"
第3431回,2012/08/03,3394,15口,"1,201,500円",115口,"100,100円",71口,"650,800円",717口,"50,000円","248,107,600円"
第3432回,2012/08/06,9818,26口,"1,148,600円",199口,"95,700円",61口,"622,100円",722口,"47,800円","269,837,000円"
第3433回,2012/08/07,2813,29口,"866,000円",282口,"36,000円",74口,"451,000円","1,670口","18,000円","219,551,800円"
第3434回,2012/08/08,9794,14口,"1,247,100円",127口,"103,900円",48口,"675,500円",762口,"51,900円","228,174,000円"
第3435回,2012/08/09,4889,23口,"1,033,500円",135口,"86,100円",66口,"559,800円",763口,"43,000円","233,783,200円"
第3436回,2012/08/10,7222,12口,"1,443,400円",43口,"360,800円",49口,"902,100円",191口,"180,400円","247,787,800円"
第3437回,2012/08/13,9738,17口,"1,068,300円",462口,"44,500円",59口,"556,400円","1,955口","22,200円","255,710,200円"
第3438回,2012/08/14,5573,31口,"970,100円",135口,"80,800円",52口,"525,400円",654口,"40,400円","210,557,400円"
第3439回,2012/08/15,9179,16口,"1,196,100円",149口,"99,600円",62口,"647,800円",678口,"49,800円","239,896,800円"
第3440回,2012/08/16,3707,25口,"1,078,900円",107口,"89,900円",78口,"584,400円",662口,"44,900円","248,762,000円"
第3441回,2012/08/17,0234,16口,"1,322,200円",290口,"55,000円",50口,"688,600円","1,682口","27,500円","262,007,000円"
第3442回,2012/08/20,8344,31口,"1,158,700円",172口,"96,500円",59口,"627,600円",844口,"48,200円","289,572,200円"
第3443回,2012/08/21,9572,13口,"983,900円",349口,"40,900円",80口,"512,400円","1,797口","20,400円","233,177,600円"
第3444回,2012/08/22,4337,17口,"1,027,500円",190口,"85,600円",65口,"556,500円",910口,"42,800円","241,954,400円"
第3445回,2012/08/23,8665,19口,"778,900円",219口,"64,900円",102口,"421,900円","1,176口","32,400円","244,949,600円"
第3446回,2012/08/24,0189,25口,"625,800円",722口,"26,000円",120口,"325,900円","3,450口","13,000円","263,499,200円"
第3447回,2012/08/27,6354,23口,"828,800円",652口,"34,500円",99口,"431,600円","2,583口","17,200円","286,475,400円"
第3448回,2012/08/28,9226,24口,"981,000円",168口,"81,700円",69口,"531,300円",795口,"40,800円","236,550,200円"
第3449回,2012/08/29,4040,26口,"1,226,400円",59口,"204,400円",45口,"715,400円",320口,"102,200円","241,890,000円"
第3450回,2012/08/30,4698,16口,"1,000,200円",378口,"41,600円",75口,"520,900円","1,896口","20,800円","245,210,200円"
第3451回,2012/08/31,0984,34口,"828,600円",503口,"34,500円",81口,"431,500円","2,213口","17,200円","263,795,000円"
