2007/12/04,9244,26口,"1,099,100円",160口,"91,500円",82口,"595,300円",891口,"45,700円","295,250,000円"
2007/12/05,3764,39口,"826,700円",484口,"34,400円",111口,"430,500円","2,427口","17,200円","307,810,000円"
2007/12/06,4047,36口,"1,136,300円",125口,"94,600円",83口,"615,400円",754口,"47,300円","310,089,000円"
2007/12/07,7119,35口,"1,081,700円",172口,"90,100円",81口,"585,900円","1,062口","45,000円","330,436,600円"
2007/12/10,9159,25口,"1,152,000円",277口,"96,000円",82口,"624,000円","1,367口","48,000円","382,643,600円"
2007/12/11,3182,26口,"1,133,100円",402口,"47,200円",72口,"590,100円","2,036口","23,600円","308,898,200円"
2007/12/12,0734,35口,"867,700円",492口,"36,100円",94口,"451,900円","2,791口","18,000円","313,571,200円"
2007/12/13,1145,47口,"917,000円",152口,"76,400円",102口,"496,700円",939口,"38,200円","313,925,200円"
2007/12/14,5519,77口,"481,000円",353口,"40,000円",277口,"260,500円","1,702口","20,000円","349,984,400円"
2007/12/17,7384,53口,"875,200円",635口,"36,400円",117口,"455,800円","2,900口","18,200円","390,593,400円"
2007/12/18,8568,32口,"778,100円",279口,"64,800円",123口,"421,400円","1,464口","32,400円","316,227,800円"
2007/12/19,5787,19口,"964,200円",263口,"80,300円",105口,"522,200円","1,262口","40,100円","322,215,000円"
2007/12/20,2383,41口,"973,000円",205口,"81,000円",87口,"527,000円","1,179口","40,500円","333,723,400円"
2007/12/21,9253,48口,"856,800円",521口,"35,700円",126口,"446,200円","2,389口","17,800円","352,450,200円"
2007/12/24,1778,29口,"1,080,700円",195口,"90,000円",109口,"585,300円","1,008口","45,000円","351,353,400円"
2007/12/25,3465,51口,"674,400円",765口,"28,100円",114口,"351,200円","3,580口","14,000円","324,963,000円"
2007/12/26,8293,28口,"1,019,600円",530口,"42,400円",77口,"531,000円","2,777口","21,200円","335,431,800円"
2007/12/27,1984,64口,"699,700円",480口,"29,100円",180口,"364,400円","2,380口","14,500円","353,495,200円"
2007/12/28,3283,40口,"1,098,100円",219口,"91,500円",99口,"594,800円","1,165口","45,700円","391,481,200円"
