第4610回,2017/03/02,1340,12口,"1,037,400円",365口,"43,200円",61口,"540,300円","1,858口","21,600円"
第4611回,2017/03/03,7925,16口,"1,101,800円",415口,"45,900円",60口,"573,800円","1,625口","22,900円"
第4612回,2017/03/06,0474,11口,"1,197,900円",234口,"99,800円",61口,"648,800円",846口,"49,900円"
第4613回,2017/03/07,6505,7口,"1,436,300円",114口,"119,600円",51口,"777,900円",582口,"59,800円"
第4614回,2017/03/08,8319,38口,"710,100円",420口,"29,500円",95口,"369,800円","1,915口","14,700円"
第4615回,2017/03/09,4756,25口,"897,900円",381口,"37,400円",77口,"467,600円","1,487口","18,700円"
第4616回,2017/03/10,1515,50口,"631,500円",105口,"105,200円",114口,"368,300円",390口,"52,600円"
第4617回,2017/03/13,3806,26口,"1,017,900円",350口,"42,400円",80口,"530,100円","1,486口","21,200円"
第4618回,2017/03/14,3748,27口,"578,600円",487口,"24,100円",141口,"301,300円","2,061口","12,000円"
第4619回,2017/03/15,5750,14口,"1,479,300円",114口,"123,200円",34口,"801,200円",634口,"61,600円"
第4620回,2017/03/16,9808,14口,"1,240,600円",125口,"103,300円",58口,"671,900円",601口,"51,600円"
第4621回,2017/03/17,0681,18口,"1,228,300円",378口,"51,100円",33口,"639,700円","1,563口","25,500円"
第4622回,2017/03/20,2898,20口,"1,115,800円",140口,"92,900円",72口,"604,300円",545口,"46,400円"
第4623回,2017/03/21,7959,15口,"1,114,900円",136口,"92,900円",47口,"603,900円",695口,"46,400円"
第4624回,2017/03/22,0289,11口,"1,115,500円",382口,"46,400円",50口,"580,900円","1,716口","23,200円"
第4625回,2017/03/23,4378,19口,"913,600円",436口,"38,000円",64口,"475,800円","1,685口","19,000円"
第4626回,2017/03/24,8194,11口,"1,089,100円",343口,"45,300円",64口,"567,200円","1,703口","22,600円"
第4627回,2017/03/27,8576,29口,"800,600円",617口,"33,300円",69口,"416,900円","2,415口","16,600円"
第4628回,2017/03/28,1709,18口,"1,074,200円",298口,"44,700円",53口,"559,400円","1,538口","22,300円"
第4629回,2017/03/29,4995,29口,"873,600円",198口,"72,800円",64口,"473,200円",876口,"36,400円"
第4630回,2017/03/30,5793,27口,"817,800円",469口,"34,000円",76口,"425,900円","1,750口","17,000円"
第4631回,2017/03/31,3491,26口,"862,500円",360口,"35,900円",76口,"449,200円","1,750口","17,900円"
