2018/03/02,1107,128口,"310,700円",222口,"25,800円",260口,"168,200円","1,022口","12,900円"
2018/03/05,6976,5口,"1,643,000円",132口,"136,900円",48口,"889,900円",598口,"68,400円"
2018/03/06,3501,11口,"903,100円",393口,"37,600円",64口,"470,300円","2,142口","18,800円"
2018/03/07,8083,24口,"932,000円",135口,"77,600円",78口,"504,800円",638口,"38,800円"
2018/03/08,7475,23口,"1,044,200円",104口,"87,000円",59口,"565,600円",575口,"43,500円"
2018/03/09,3159,32口,"673,700円",397口,"28,000円",120口,"350,800円","1,745口","14,000円"
2018/03/12,1028,169口,"262,200円",635口,"10,900円",356口,"136,500円","2,413口","5,400円"
2018/03/13,5193,24口,"1,002,700円",325口,"41,700円",37口,"522,200円","1,705口","20,800円"
2018/03/14,5563,19口,"965,000円",152口,"80,400円",73口,"522,700円",665口,"40,200円"
2018/03/15,6566,10口,"1,121,200円",63口,"280,300円",59口,"700,700円",186口,"140,100円"
2018/03/16,0015,21口,"725,900円",251口,"60,400円",85口,"393,100円","1,120口","30,200円"
2018/03/19,5637,23口,"861,300円",472口,"35,800円",100口,"448,500円","1,733口","17,900円"
2018/03/20,5593,20口,"1,032,900円",170口,"86,000円",48口,"559,400円",722口,"43,000円"
2018/03/21,4378,20口,"736,000円",341口,"30,600円",95口,"383,300円","1,731口","15,300円"
2018/03/22,0662,10口,"1,690,600円",110口,"140,800円",27口,"915,700円",559口,"70,400円"
2018/03/23,2752,32口,"835,700円",194口,"69,600円",75口,"452,600円",826口,"34,800円"
2018/03/26,9923,18口,"944,900円",216口,"78,700円",97口,"511,800円",788口,"39,300円"
2018/03/27,4445,9口,"1,106,900円",62口,"276,700円",53口,"691,800円",216口,"138,300円"
2018/03/28,6562,14口,"1,315,200円",142口,"109,600円",43口,"712,400円",573口,"54,800円"
2018/03/29,8823,114口,"245,900円",297口,"20,400円",400口,"133,100円",995口,"10,200円"
2018/03/30,5424,15口,"1,247,200円",149口,"103,900円",46口,"675,500円",704口,"51,900円"
