第4526回,2016/11/02,2073,13口,"1,258,400円",328口,"52,400円",45口,"655,400円","1,510口","26,200円"
第4527回,2016/11/03,5404,15口,"1,075,200円",98口,"89,600円",71口,"582,400円",614口,"44,800円"
第4528回,2016/11/04,5831,18口,"947,200円",460口,"39,400円",69口,"493,300円","1,760口","19,700円"
第4529回,2016/11/07,5314,34口,"884,100円",468口,"36,800円",78口,"460,400円","1,792口","18,400円"
第4530回,2016/11/08,2645,17口,"982,900円",369口,"40,900円",62口,"511,900円","1,512口","20,400円"
第4531回,2016/11/09,6433,20口,"996,400円",146口,"83,000円",70口,"539,700円",686口,"41,500円"
第4532回,2016/11/10,3294,10口,"1,348,600円",274口,"56,100円",39口,"702,300円","1,501口","28,000円"
第4533回,2016/11/11,0371,16口,"977,400円",436口,"40,700円",55口,"509,000円","1,997口","20,300円"
第4534回,2016/11/14,9771,19口,"1,266,000円",169口,"105,500円",49口,"685,700円",715口,"52,700円"
第4535回,2016/11/15,3756,34口,"847,300円",284口,"35,300円",75口,"441,300円","1,331口","17,600円"
第4536回,2016/11/16,1097,13口,"1,044,100円",313口,"43,500円",67口,"543,800円","1,679口","21,700円"
第4537回,2016/11/17,0328,45口,"525,900円",372口,"21,900円",173口,"273,900円","1,755口","10,900円"
第4538回,2016/11/18,3094,17口,"918,500円",433口,"38,200円",77口,"478,300円","1,698口","19,100円"
第4539回,2016/11/21,8469,23口,"945,200円",445口,"39,300円",77口,"492,200円","1,794口","19,600円"
第4540回,2016/11/22,9817,34口,"872,100円",269口,"36,300円",63口,"454,200円","1,474口","18,100円"
第4541回,2016/11/23,5769,11口,"1,121,100円",291口,"46,700円",56口,"583,900円","1,437口","23,300円"
第4542回,2016/11/24,0990,69口,"721,300円",80口,"120,200円",41口,"420,700円",273口,"60,100円"
第4543回,2016/11/25,1415,33口,"852,500円",169口,"71,000円",78口,"461,700円",705口,"35,500円"
第4544回,2016/11/28,3695,28口,"843,100円",498口,"35,100円",80口,"439,100円","2,124口","17,500円"
第4545回,2016/11/29,2150,18口,"955,200円",411口,"39,800円",49口,"497,500円","1,934口","19,900円"
第4546回,2016/11/30,8573,14口,"995,800円",461口,"41,400円",58口,"518,600円","1,893口","20,700円"
