2015/06/02,6359,33口,"544,800円",633口,"22,700円",117口,"283,700円","2,970口","11,300円","220,569,000円"
2015/06/03,2141,25口,"856,900円",241口,"71,400円",42口,"464,100円","1,241口","35,700円","227,641,600円"
2015/06/04,7809,26口,"694,300円",449口,"28,900円",119口,"361,600円","1,932口","14,400円","226,731,600円"
2015/06/05,3096,22口,"849,700円",453口,"35,400円",73口,"442,500円","2,076口","17,700円","230,648,200円"
2015/06/08,8779,20口,"945,500円",203口,"78,700円",88口,"512,100円",912口,"39,300円","257,574,600円"
2015/06/09,6770,40口,"851,400円",101口,"70,900円",81口,"461,100円",499口,"35,400円","213,974,200円"
2015/06/10,7145,21口,"1,040,200円",321口,"43,300円",59口,"541,700円","1,631口","21,600円","229,037,200円"
2015/06/11,7819,22口,"814,600円",292口,"33,900円",102口,"424,200円","1,708口","16,900円","222,456,000円"
2015/06/12,0335,12口,"1,492,200円",101口,"124,300円",46口,"808,200円",597口,"62,100円","232,821,400円"
2015/06/15,7433,19口,"1,318,600円",186口,"109,800円",51口,"714,200円",760口,"54,900円","274,832,800円"
2015/06/16,6898,17口,"1,082,100円",136口,"90,100円",66口,"586,100円",783口,"45,000円","232,566,400円"
2015/06/17,4023,19口,"961,700円",293口,"40,000円",89口,"500,800円","1,629口","20,000円","238,293,800円"
2015/06/18,9177,14口,"1,229,600円",137口,"102,400円",52口,"666,000円",770口,"51,200円","234,090,200円"
2015/06/19,6426,31口,"1,099,300円",163口,"91,600円",48口,"595,400円",682口,"45,800円","241,866,400円"
2015/06/22,1990,61口,"681,200円",185口,"56,700円",126口,"368,900円",901口,"28,300円","275,851,200円"
2015/06/23,8256,22口,"912,900円",362口,"38,000円",69口,"475,400円","1,777口","19,000円","223,249,200円"
2015/06/24,2870,25口,"803,700円",478口,"33,400円",74口,"418,500円","2,219口","16,700円","231,645,000円"
2015/06/25,7993,15口,"1,099,200円",185口,"91,600円",69口,"595,400円",705口,"45,800円","237,362,200円"
2015/06/26,4914,24口,"1,008,200円",172口,"84,000円",64口,"546,100円",797口,"42,000円","237,972,000円"
2015/06/29,3104,158口,"321,600円",491口,"13,400円",320口,"167,500円","1,823口","6,700円","273,845,400円"
2015/06/30,3058,30口,"722,700円",392口,"30,100円",113口,"376,400円","1,752口","15,000円","227,562,600円"
