2016/04/04,4131,23口,"906,200円",220口,"75,500円",91口,"490,800円",901口,"37,700円"
2016/04/05,8622,16口,"856,300円",198口,"71,300円",85口,"463,800円",866口,"35,600円"
2016/04/06,4735,23口,"860,300円",381口,"35,800円",76口,"448,000円","1,945口","17,900円"
2016/04/07,3744,36口,"731,200円",160口,"60,900円",86口,"396,000円",780口,"30,400円"
2016/04/08,3642,28口,"919,900円",372口,"38,300円",69口,"479,100円","1,581口","19,100円"
2016/04/11,8525,21口,"996,000円",225口,"83,000円",68口,"539,500円",940口,"41,500円"
2016/04/12,7701,25口,"1,059,800円",134口,"88,300円",51口,"574,000円",656口,"44,100円"
2016/04/13,1701,23口,"726,200円",260口,"60,500円",69口,"393,300円","1,295口","30,200円"
2016/04/14,7930,12口,"1,239,500円",285口,"51,600円",53口,"645,500円","1,340口","25,800円"
2016/04/15,8459,14口,"909,900円",417口,"37,900円",102口,"473,900円","1,776口","18,900円"
2016/04/18,5781,15口,"976,300円",520口,"40,600円",83口,"508,400円","1,986口","20,300円"
2016/04/19,1084,25口,"971,300円",344口,"40,400円",54口,"505,800円","1,690口","20,200円"
2016/04/20,2994,19口,"967,700円",195口,"80,600円",75口,"524,100円",777口,"40,300円"
2016/04/21,3141,30口,"907,600円",120口,"75,600円",81口,"491,600円",624口,"37,800円"
2016/04/22,7439,41口,"743,000円",408口,"30,900円",91口,"386,900円","1,809口","15,400円"
2016/04/25,3778,45口,"776,300円",159口,"64,600円",119口,"420,400円",782口,"32,300円"
2016/04/26,4217,25口,"863,300円",363口,"35,900円",84口,"449,600円","1,621口","17,900円"
2016/04/27,8034,22口,"1,164,800円",272口,"48,500円",59口,"606,600円","1,295口","24,200円"
2016/04/28,2335,32口,"808,700円",166口,"67,300円",91口,"438,000円",780口,"33,600円"
2016/04/29,6051,11口,"1,042,200円",371口,"43,400円",63口,"542,800円","1,687口","21,700円"
