第3386回,2012/06/01,0050,16口,"1,548,000円",44口,"387,000円",46口,"967,500円",177口,"193,500円","267,900,600円"
第3387回,2012/06/04,9565,20口,"1,170,800円",178口,"97,500円",75口,"634,100円",821口,"48,700円","285,350,400円"
第3388回,2012/06/05,8830,31口,"887,900円",143口,"73,900円",87口,"480,900円",716口,"36,900円","236,538,200円"
第3389回,2012/06/06,7486,19口,"1,176,700円",309口,"49,000円",54口,"612,800円","1,578口","24,500円","242,873,000円"
第3390回,2012/06/07,5440,15口,"1,234,300円",168口,"102,800円",58口,"668,500円",716口,"51,400円","247,554,000円"
第3391回,2012/06/08,9456,23口,"865,800円",437口,"36,000円",99口,"450,900円","2,032口","18,000円","259,945,000円"
第3392回,2012/06/11,6238,23口,"894,200円",535口,"37,200円",96口,"465,700円","2,328口","18,600円","285,743,000円"
第3393回,2012/06/12,7204,12口,"1,157,100円",270口,"48,200円",59口,"602,600円","1,597口","24,100円","224,350,400円"
第3394回,2012/06/13,3109,25口,"840,500円",322口,"35,000円",100口,"437,700円","1,767口","17,500円","237,794,200円"
第3395回,2012/06/14,3987,46口,"682,800円",409口,"28,400円",110口,"355,600円","1,919口","14,200円","243,279,000円"
第3396回,2012/06/15,6374,19口,"984,100円",448口,"41,000円",80口,"512,500円","2,239口","20,500円","275,515,000円"
第3397回,2012/06/18,4695,17口,"1,093,100円",499口,"45,500円",78口,"569,300円","2,153口","22,700円","299,454,400円"
第3398回,2012/06/19,9505,14口,"1,063,600円",169口,"88,600円",63口,"576,100円",830口,"44,300円","228,775,200円"
第3399回,2012/06/20,8101,26口,"716,700円",306口,"59,700円",87口,"388,200円","1,504口","29,800円","256,908,800円"
第3400回,2012/06/21,9082,14口,"1,062,000円",379口,"44,200円",63口,"553,100円","2,074口","22,100円","249,729,200円"
第3401回,2012/06/22,9768,14口,"967,000円",526口,"40,200円",75口,"503,600円","2,388口","20,100円","268,041,000円"
第3402回,2012/06/25,2179,40口,"901,200円",526口,"37,500円",90口,"469,300円","2,129口","18,700円","306,720,800円"
第3403回,2012/06/26,8106,23口,"879,800円",416口,"36,600円",86口,"458,200円","2,069口","18,300円","250,711,800円"
第3404回,2012/06/27,7532,31口,"738,300円",622口,"30,700円",92口,"384,500円","2,474口","15,300円","256,582,600円"
第3405回,2012/06/28,2996,38口,"867,300円",171口,"72,200円",94口,"469,700円",792口,"36,100円","262,444,200円"
第3406回,2012/06/29,2557,19口,"1,109,100円",179口,"92,400円",81口,"600,700円",838口,"46,200円","277,792,600円"
