第4222回,2015/09/01,8377,10口,"1,191,700円",126口,"99,300円",57口,"645,500円",768口,"49,600円","220,809,600円"
第4223回,2015/09/02,7859,16口,"855,000円",426口,"35,600円",94口,"445,300円","2,000口","17,800円","236,324,000円"
第4224回,2015/09/03,5037,16口,"1,235,500円",297口,"51,400円",53口,"643,400円","1,347口","25,700円","230,759,000円"
第4225回,2015/09/04,1757,13口,"1,056,900円",166口,"88,000円",74口,"572,400円",841口,"44,000円","239,470,600円"
第4226回,2015/09/07,5733,38口,"700,400円",330口,"58,300円",91口,"379,300円","1,359口","29,100円","266,825,400円"
第4227回,2015/09/08,3930,29口,"912,500円",100口,"76,000円",74口,"494,200円",667口,"38,000円","213,340,400円"
第4228回,2015/09/09,4554,14口,"1,276,100円",82口,"212,600円",48口,"744,300円",253口,"106,300円","217,650,200円"
第4229回,2015/09/10,6425,19口,"859,900円",406口,"35,800円",88口,"447,800円","1,657口","17,900円","222,181,800円"
第4230回,2015/09/11,5109,25口,"796,700円",440口,"33,100円",96口,"414,900円","1,898口","16,500円","235,263,600円"
第4231回,2015/09/14,6255,27口,"1,025,300円",172口,"85,400円",74口,"555,300円",796口,"42,700円","261,075,400円"
第4232回,2015/09/15,3545,31口,"948,700円",177口,"79,000円",54口,"513,800円",686口,"39,500円","218,377,000円"
第4233回,2015/09/16,6284,21口,"916,000円",487口,"38,100円",61口,"477,000円","1,882口","19,000円","228,543,600円"
第4234回,2015/09/17,7166,29口,"1,023,900円",110口,"85,300円",64口,"554,600円",553口,"42,600円","218,147,800円"
第4235回,2015/09/18,8225,14口,"1,219,600円",155口,"101,600円",50口,"660,600円",763口,"50,800円","232,514,600円"
第4236回,2015/09/21,5540,39口,"1,069,500円",111口,"89,100円",46口,"579,300円",592口,"44,500円","232,528,400円"
第4237回,2015/09/22,0597,14口,"1,169,600円",247口,"48,700円",46口,"609,100円","1,310口","24,300円","196,349,800円"
第4238回,2015/09/23,6231,10口,"1,141,000円",316口,"47,500円",50口,"594,200円","1,504口","23,700円","204,230,400円"
第4239回,2015/09/24,5187,18口,"873,500円",360口,"36,300円",87口,"454,900円","1,581口","18,100円","215,956,800円"
第4240回,2015/09/25,6013,39口,"839,200円",274口,"34,900円",77口,"437,000円","1,560口","17,400円","229,446,400円"
第4241回,2015/09/28,3318,35口,"812,000円",197口,"67,600円",114口,"439,800円",818口,"33,800円","265,709,800円"
第4242回,2015/09/29,0661,6口,"1,618,400円",133口,"134,800円",31口,"876,600円",665口,"67,400円","221,485,800円"
第4243回,2015/09/30,4099,24口,"1,112,200円",140口,"92,600円",62口,"602,400円",593口,"46,300円","232,233,400円"
