2003/01/08,4368,111口,"676,500円",721口,"28,100円",238口,"352,300円","3,721口","14,000円","514,936,600円"
2003/01/10,0570,51口,"1,120,900円",309口,"93,400円",154口,"607,100円","1,430口","46,700円","547,374,600円"
2003/01/13,0933,43口,"1,082,000円",365口,"90,100円",125口,"586,000円","1,782口","45,000円","517,876,800円"
2003/01/15,4147,87口,"660,600円",419口,"55,000円",255口,"357,800円","2,221口","27,500円","517,657,600円"
2003/01/17,8762,33口,"1,308,500円",715口,"54,500円",102口,"681,500円","3,408口","27,200円","543,528,400円"
2003/01/20,5030,103口,"791,700円",401口,"65,900円",211口,"428,800円","1,614口","32,900円","559,445,800円"
2003/01/22,6813,67口,"849,900円",863口,"35,400円",155口,"442,600円","4,184口","17,700円","511,575,600円"
2003/01/24,4802,44口,"1,180,300円",674口,"49,100円",121口,"614,700円","3,316口","24,500円","535,572,800円"
2003/01/27,4609,70口,"934,700円",678口,"38,900円",188口,"486,800円","3,247口","19,400円","548,010,800円"
2003/01/29,7161,54口,"1,135,500円",346口,"94,600円",92口,"615,000円","1,644口","47,300円","507,629,400円"
2003/01/31,2343,66口,"987,500円",334口,"82,200円",152口,"534,800円","1,724口","41,100円","544,232,400円"
