第5084回,2019/01/04,5939,34口,"856,800円",212口,"71,400円",113口,"464,100円",955口,"35,700円"
第5085回,2019/01/07,9061,15口,"1,142,700円",576口,"47,600円",63口,"595,100円","2,228口","23,800円"
第5086回,2019/01/08,3611,28口,"863,100円",193口,"71,900円",88口,"467,500円",810口,"35,900円"
第5087回,2019/01/09,5275,30口,"944,300円",165口,"78,600円",70口,"511,400円",806口,"39,300円"
第5088回,2019/01/10,9075,18口,"1,014,400円",385口,"42,200円",70口,"528,300円","1,783口","21,100円"
第5089回,2019/01/11,8011,30口,"753,700円",293口,"62,800円",75口,"408,200円","1,236口","31,400円"
第5090回,2019/01/14,9921,17口,"1,085,800円",217口,"90,400円",63口,"588,100円",861口,"45,200円"
第5091回,2019/01/15,9670,15口,"1,418,300円",245口,"59,000円",38口,"738,600円","1,262口","29,500円"
第5092回,2019/01/16,0294,23口,"1,205,400円",349口,"50,200円",38口,"627,800円","1,426口","25,100円"
第5093回,2019/01/17,1979,58口,"749,700円",156口,"62,400円",85口,"406,000円",556口,"31,200円"
第5094回,2019/01/18,7632,18口,"984,900円",382口,"41,000円",75口,"512,900円","1,692口","20,500円"
第5095回,2019/01/21,2125,38口,"739,500円",303口,"61,600円",100口,"400,500円","1,083口","30,800円"
第5096回,2019/01/22,2789,13口,"1,143,600円",270口,"47,600円",72口,"595,600円","1,153口","23,800円"
第5097回,2019/01/23,3142,14口,"1,066,400円",496口,"44,400円",49口,"555,400円","1,722口","22,200円"
第5098回,2019/01/24,3345,25口,"803,600円",190口,"66,900円",96口,"435,200円",795口,"33,400円"
第5099回,2019/01/25,7632,31口,"860,800円",403口,"35,800円",80口,"448,300円","1,766口","17,900円"
第5100回,2019/01/28,2835,46口,"695,100円",651口,"28,900円",104口,"362,000円","2,289口","14,400円"
第5101回,2019/01/29,4361,31口,"930,200円",398口,"38,700円",54口,"484,400円","1,596口","19,300円"
第5102回,2019/01/30,1980,56口,"497,400円",607口,"20,700円",150口,"259,000円","2,447口","10,300円"
第5103回,2019/01/31,9845,22口,"1,068,500円",311口,"44,500円",50口,"556,500円","1,611口","22,200円"
